human_entrez	human_symbol	cor_fib_1	cor_fib_2	mean_cor_fib	cor_esc_1	cor_esc_2	mean_cor_esc	mean_cor_fib_esc
51604	PIGT	-0.5	0.5	0	-1	0.5	-0.25	-0.125
10406	WFDC2	0	-0.866025403784439	-0.433012701892219	-1	-0.5	-0.75	-0.59150635094611
2118	ETV4	1	1	1	1	0.5	0.75	0.875
100526773	EPPIN-WFDC6	0	0	0	-0.866025403784439	-0.5	-0.683012701892219	-0.34150635094611
55861	DBNDD2	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
4318	MMP9	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
57468	SLC12A5	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
84514	GHDC	-1	0.5	-0.25	-1	-0.5	-0.75	-0.5
5360	PLTP	-1	-1	-1	-1	-0.5	-0.75	-0.875
10723	SLC12A7	-0.5	0.5	0	-1	-1	-1	-0.5
5476	CTSA	-1	-0.5	-0.75	-1	-1	-1	-0.875
90204	ZSWIM1	-1	0.5	-0.25	-1	-0.5	-0.75	-0.5
6560	SLC12A4	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
128497	SPATA25	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
4641	MYO1C	-1	-1	-1	0.5	1	0.75	-0.125
1398	CRK	-0.5	0.5	0	0.5	0.5	0.5	0.25
1350	COX7C	0.5	1	0.75	-1	0.5	-0.25	0.25
5306	PITPNA	1	1	1	-1	0.5	-0.25	0.375
6945	MLX	1	-0.5	0.25	-1	-0.5	-0.75	-0.25
162427	RETREG3	-1	-1	-1	-1	-0.5	-0.75	-0.875
57158	JPH2	-1	-1	-1	-0.5	-1	-0.75	-0.875
79132	DHX58	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
5868	RAB5A	1	0.5	0.75	0.5	0.5	0.5	0.625
94086	HSPB9	1	1	1	1	-0.5	0.25	0.625
28511	NKIRAS2	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
5527	PPP2R5C	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
51098	IFT52	1	-1	0	-0.5	1	0.25	0.125
4605	MYBL2	-1	-1	-1	-1	0.5	-0.25	-0.625
10110	SGK2	0.5	-0.5	0	-0.5	-1	-0.75	-0.375
2139	EYA2	0.866025403784439	0	0.433012701892219	-0.5	-0.5	-0.5	-0.0334936490538903
9334	B4GALT5	1	1	1	1	-1	0	0.5
78997	GDAP1L1	-1	-0.5	-0.75	-0.5	0	-0.25	-0.5
3172	HNF4A	0	0	0	0.5	-1	-0.25	-0.125
5740	PTGIS	0	0	0	-1	-0.5	-0.75	-0.375
93664	CADPS2	0.5	1	0.75	-1	-0.5	-0.75	0
55661	DDX27	0.5	-1	-0.25	1	1	1	0.375
9265	CYTH3	1	1	1	-1	-1	-1	0
27128	CYTH4	0	0	0	-1	1	0	0
5881	RAC3	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
27341	RRP7A	1	1	1	-1	-0.5	-0.75	0.125
1727	CYB5R3	1	1	1	-1	-1	-1	0
57508	INTS2	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
23389	MED13L	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
8344	H2BC6	1	0.5	0.75	0.5	-1	-0.25	0.25
80115	BAIAP2L2	1	1	1	-0.5	-1	-0.75	0.125
7975	MAFK	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
5469	MED1	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
2065	ERBB3	0.5	0.5	0.5	0.5	-0.5	0	0.25
10948	STARD3	1	1	1	-1	-0.5	-0.75	0.125
22806	IKZF3	0	0	0	-1	1	0	0
4242	MFNG	0.866025403784439	-0.5	0.183012701892219	-0.5	0.5	0	0.0915063509461097
81671	VMP1	1	1	1	-1	0.5	-0.25	0.375
51377	UCHL5	-0.5	0.5	0	0.5	0.5	0.5	0.25
6738	RO60	-0.5	0.5	0	1	-0.5	0.25	0.125
6789	STK4	-1	-0.5	-0.75	1	0.5	0.75	0
5376	PMP22	-1	-1	-1	0.5	0.5	0.5	-0.25
2661	GDF9	0	-0.866025403784439	-0.433012701892219	-0.866025403784439	0.5	-0.183012701892219	-0.308012701892219
54819	ZCCHC10	-0.5	-0.5	-0.5	1	1	1	0.25
6910	TBX5	0.5	0.5	0.5	-1	0.5	-0.25	0.125
5694	PSMB6	1	1	1	-0.5	0.5	0	0.5
9552	SPAG7	0.5	1	0.75	0.5	0.5	0.5	0.625
5216	PFN1	0.5	0.5	0.5	0.5	0.5	0.5	0.5
10953	TOMM34	1	1	1	-1	0.5	-0.25	0.375
7529	YWHAB	-1	-1	-1	0.5	0.5	0.5	-0.25
8844	KSR1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
2878	GPX3	0.5	-0.5	0	-1	-1	-1	-0.5
309	ANXA6	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
3595	IL12RB2	1	0.5	0.75	-0.5	0.5	0	0.375
7566	ZNF18	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
3838	KPNA2	-1	-1	-1	-1	-1	-1	-1
64750	SMURF2	0.5	0.5	0.5	1	0.5	0.75	0.625
90799	CEP95	0.5	-0.5	0	1	-0.5	0.25	0.125
7716	VEZF1	-1	-1	-1	-1	-1	-1	-1
404093	CUEDC1	-1	-1	-1	-1	-0.5	-0.75	-0.875
6426	SRSF1	1	0.5	0.75	1	0.5	0.75	0.75
51225	ABI3	-0.5	-1	-0.75	0.5	-0.5	0	-0.375
134549	SHROOM1	1	0.5	0.75	0.5	1	0.75	0.75
11127	KIF3A	1	1	1	-0.5	-1	-0.75	0.125
23176	SEPTIN8	-0.5	-1	-0.75	1	1	1	0.125
9110	MTMR4	-1	0.5	-0.25	1	1	1	0.375
79922	MRM1	-0.5	-0.5	-0.5	-0.5	-1	-0.75	-0.625
4137	MAPT	0	1	0.5	-0.5	0.5	0	0.25
284058	KANSL1	-1	-0.5	-0.75	-1	-1	-1	-0.875
79018	GID4	-0.5	-0.5	-0.5	1	1	1	0.25
4430	MYO1B	-1	-1	-1	-0.5	0.5	0	-0.5
79665	DHX40	1	1	1	0.5	-1	-0.25	0.375
388403	YPEL2	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
8165	AKAP1	0.5	-0.5	0	-1	-1	-1	-0.5
25926	NOL11	0.5	1	0.75	0.5	1	0.75	0.75
51009	DERL2	-0.5	-0.5	-0.5	1	-0.5	0.25	-0.125
708	C1QBP	0.5	1	0.75	1	1	1	0.875
84268	RPAIN	-1	-1	-1	0.5	0.5	0.5	-0.25
728392	AC055839.2	0.5	-0.5	0	-1	-1	-1	-0.5
64849	SLC13A3	0.866025403784439	0	0.433012701892219	0.866025403784439	-1	-0.0669872981077806	0.183012701892219
9196	KCNAB3	-0.5	-1	-0.75	-0.5	1	0.25	-0.25
1107	CHD3	1	-0.5	0.25	1	0.5	0.75	0.5
23135	KDM6B	0.5	1	0.75	-1	0.5	-0.25	0.25
124773	C17orf64	0.866025403784439	0.866025403784439	0.866025403784439	-0.5	-0.5	-0.5	0.183012701892219
10513	APPBP2	-1	0.5	-0.25	1	0.5	0.75	0.25
7484	WNT9B	0	0	0	-0.866025403784439	-1	-0.933012701892219	-0.46650635094611
136	ADORA2B	0.5	-0.5	0	-0.5	-1	-0.75	-0.375
9611	NCOR1	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
51393	TRPV2	-1	0.5	-0.25	0.5	-1	-0.25	-0.25
201161	CENPV	1	-1	0	0.5	1	0.75	0.375
7703	PCGF2	0.5	-1	-0.25	-1	1	0	-0.125
54883	CWC25	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
388381	C17orf98	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
8396	PIP4K2B	1	1	1	1	1	1	1
4591	TRIM37	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
51087	YBX2	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
23399	CTDNEP1	1	0.5	0.75	1	0.5	0.75	0.75
23587	ELP5	0.5	0.5	0.5	0.5	1	0.75	0.625
6517	SLC2A4	-0.5	-1	-0.75	1	0.5	0.75	0
11337	GABARAP	1	0.5	0.75	-1	0.5	-0.25	0.25
1366	CLDN7	1	1	1	-1	-0.5	-0.75	0.125
79142	PHF23	1	0.5	0.75	0.5	1	0.75	0.75
37	ACADVL	1	1	1	-1	-1	-1	0
8701	DNAH11	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
10146	G3BP1	0.5	0.5	0.5	1	1	1	0.75
475	ATOX1	0.5	1	0.75	-1	-0.5	-0.75	0
2742	GLRA2	0.866025403784439	0	0.433012701892219	0.5	-1	-0.25	0.0915063509461097
6678	SPARC	-1	-1	-1	-1	1	0	-0.5
125170	MIEF2	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
6926	TBX3	0.5	1	0.75	-1	-1	-1	-0.125
9313	MMP20	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
4316	MMP7	0	0	0	0	0	0	0
1394	LINC02210-CRHR1	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
11072	DUSP14	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
6871	TADA2A	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
10320	IKZF1	0	0	0	0.5	-1	-0.25	-0.125
55163	PNPO	1	1	1	-0.5	-0.5	-0.5	0.25
9382	COG1	-0.5	0.5	0	0.5	-0.5	0	0
10951	CBX1	-1	-0.5	-0.75	1	0.5	0.75	0
80279	CDK5RAP3	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
51226	COPZ2	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
51629	SLC25A39	1	1	1	1	0.5	0.75	0.875
6668	SP2	-1	-0.5	-0.75	-1	-1	-1	-0.875
26574	AATF	1	1	1	0.5	0.5	0.5	0.75
3975	LHX1	0.866025403784439	0.866025403784439	0.866025403784439	1	-0.5	0.25	0.558012701892219
1778	DYNC1H1	-1	-1	-1	0.5	-0.5	0	-0.5
642843	CPSF4L	1	1	1	-1	-1	-1	0
5193	PEX12	1	1	1	-1	-1	-1	0
81565	NDEL1	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
399512	SLC25A35	0.5	-0.5	0	0.5	0.5	0.5	0.25
57659	ZBTB4	-1	-1	-1	-0.5	1	0.25	-0.375
407977	TNFSF12-TNFSF13	1	-0.5	0.25	-0.5	1	0.25	0.25
9526	MPDU1	-0.5	-1	-0.75	-1	1	0	-0.375
9513	FXR2	-1	-1	-1	0.5	1	0.75	-0.125
518	ATP5MC3	0.5	1	0.75	1	1	1	0.875
643664	SLC35G6	0.5	-0.5	0	1	0.5	0.75	0.375
2180	ACSL1	1	1	1	1	0.5	0.75	0.875
23461	ABCA5	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
114826	SMYD4	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
4046	LSP1	1	1	1	1	1	1	1
118813	ZFYVE27	0.5	0.5	0.5	-1	-1	-1	-0.25
60370	AVPI1	1	1	1	-1	-0.5	-0.75	0.125
6425	SFRP5	0	0	0	-0.5	0.5	0	0
4629	MYH11	-1	-1	-1	-0.5	0.5	0	-0.5
5892	RAD51D	-0.5	0.5	0	-1	-0.5	-0.75	-0.375
54752	FNDC8	0.5	1	0.75	-1	0.5	-0.25	0.25
146862	UNC45B	0	0	0	-1	-1	-1	-0.5
79646	PANK3	-0.5	-0.5	-0.5	1	0.5	0.75	0.125
5917	RARS1	1	1	1	1	1	1	1
23286	WWC1	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
3396	MRPL58	1	0.5	0.75	-0.5	0.5	0	0.375
347741	OTOP3	-0.866025403784439	0	-0.433012701892219	0	0	0	-0.21650635094611
25830	SULT4A1	-0.866025403784439	0	-0.433012701892219	-1	-1	-1	-0.71650635094611
150379	PNPLA5	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
84311	MRPL45	0.5	0.5	0.5	0.5	1	0.75	0.625
4151	MB	0	0.866025403784439	0.433012701892219	0.5	0.5	0.5	0.46650635094611
3659	IRF1	0.5	-0.5	0	1	1	1	0.5
6584	SLC22A5	0.5	1	0.75	-1	-0.5	-0.75	0
8974	P4HA2	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
408	ARRB1	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
3562	IL3	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
1437	CSF2	0.866025403784439	0.866025403784439	0.866025403784439	0	0	0	0.433012701892219
9032	TM4SF5	0	0	0	0.5	-1	-0.25	-0.125
58191	CXCL16	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
27043	PELP1	1	0.5	0.75	-0.5	1	0.25	0.5
400569	MED11	1	-1	0	-1	-0.5	-0.75	-0.375
246	ALOX15	0	0	0	1	-1	0	0
256957	HEATR9	0	-0.866025403784439	-0.433012701892219	0	0	0	-0.21650635094611
6351	CCL4	0	0	0	0	0	0	0
256302	NATD1	-0.5	-1	-0.75	-1	1	0	-0.375
5606	MAP2K3	1	1	1	-0.5	0.5	0	0.5
7533	YWHAH	-1	-1	-1	1	1	1	0
3211	HOXB1	-1	0.5	-0.25	-0.5	0.5	0	-0.125
9733	SART3	-0.5	0.5	0	0.5	0.5	0.5	0.25
1870	E2F2	-1	-1	-1	0.5	1	0.75	-0.125
79731	NARS2	0.5	1	0.75	-0.5	0.5	0	0.375
84912	SLC35B4	-1	0.5	-0.25	-0.5	-0.5	-0.5	-0.375
25981	DNAH1	-0.5	-1	-0.75	1	0.5	0.75	0
55152	DALRD3	1	0.5	0.75	-1	-0.5	-0.75	0
51024	FIS1	1	1	1	0.5	-0.5	0	0.5
5351	PLOD1	1	0.5	0.75	0.5	1	0.75	0.75
9545	RAB3D	-1	-1	-1	0.5	-0.5	0	-0.5
113655	MFSD3	1	0.5	0.75	-1	-0.5	-0.75	0
79751	SLC25A22	1	-0.5	0.25	-1	-0.5	-0.75	-0.25
537	ATP6AP1	1	1	1	-1	-0.5	-0.75	0.125
1774	DNASE1L1	0.5	-1	-0.25	1	-1	0	-0.125
218	ALDH3A1	0.5	1	0.75	-0.5	-1	-0.75	0
9805	SCRN1	-1	-1	-1	-1	-1	-1	-1
81688	C6orf62	-0.5	1	0.25	1	0.5	0.75	0.5
51477	ISYNA1	1	1	1	-0.5	-0.5	-0.5	0.25
23438	HARS2	1	-0.5	0.25	-1	-1	-1	-0.375
10369	CACNG2	0.5	1	0.75	1	-0.5	0.25	0.5
54958	TMEM160	-0.5	0.5	0	-1	0.5	-0.25	-0.125
5878	RAB5C	1	0.5	0.75	-1	-0.5	-0.75	0
51657	STYXL1	-0.5	0.5	0	1	-0.5	0.25	0.125
4191	MDH2	1	1	1	-1	0.5	-0.25	0.375
81502	HM13	1	1	1	0.5	1	0.75	0.875
153830	RNF145	1	0.5	0.75	1	0.5	0.75	0.75
6324	SCN1B	-1	-1	-1	-1	-0.5	-0.75	-0.875
529	ATP6V1E1	0.5	-0.5	0	-1	-0.5	-0.75	-0.375
63922	CHTF18	-1	-1	-1	-1	0.5	-0.25	-0.625
56956	LHX9	1	1	1	-0.5	-0.5	-0.5	0.25
64850	ETNPPL	0.866025403784439	-0.5	0.183012701892219	-0.5	1	0.25	0.21650635094611
83694	RPS6KL1	1	-1	0	-0.5	-0.5	-0.5	-0.25
54776	PPP1R12C	-0.5	1	0.25	-1	-1	-1	-0.375
55201	MAP1S	-1	0.5	-0.25	-0.5	1	0.25	0
1800	DPEP1	-0.5	-1	-0.75	-0.5	0	-0.25	-0.5
92305	TMEM129	-1	-1	-1	-0.5	1	0.25	-0.375
161424	NOP9	-1	-0.5	-0.75	1	1	1	0.125
3292	HSD17B1	-1	-1	-1	0.5	-0.5	0	-0.5
535	ATP6V0A1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
29893	PSMC3IP	0.5	-0.5	0	1	1	1	0.5
2886	GRB7	0	1	0.5	-1	-0.5	-0.75	-0.125
124056	NOXO1	-1	-0.5	-0.75	-1	0.5	-0.25	-0.5
8639	AOC3	-1	-1	-1	0.5	-0.5	0	-0.5
57592	ZNF687	1	1	1	0.5	0.5	0.5	0.75
54857	GDPD2	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
28974	C19orf53	1	0.5	0.75	-1	0.5	-0.25	0.25
284904	SEC14L4	0.5	-0.5	0	-1	-1	-1	-0.5
808	CALM3	1	1	1	1	1	1	1
8533	COPS3	0.5	0.5	0.5	-1	0.5	-0.25	0.125
23770	FKBP8	-1	-0.5	-0.75	-1	0.5	-0.25	-0.5
2865	FFAR3	0	0	0	-0.5	-0.5	-0.5	-0.25
7919	DDX39B	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
10755	GIPC1	-1	-1	-1	-1	-0.5	-0.75	-0.875
116238	TLCD1	1	0.5	0.75	-1	-1	-1	-0.125
57048	PLSCR3	-1	-0.5	-0.75	-1	-1	-1	-0.875
5731	PTGER1	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
56949	XAB2	-0.5	1	0.25	-1	-0.5	-0.75	-0.25
11140	CDC37	1	0.5	0.75	-1	0.5	-0.25	0.25
5867	RAB4A	-1	-1	-1	-1	0.5	-0.25	-0.625
9322	TRIP10	1	-1	0	1	0.5	0.75	0.375
970	CD70	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
10980	COPS6	1	1	1	1	0.5	0.75	0.875
7314	UBB	-1	-1	-1	-1	-0.5	-0.75	-0.875
9179	AP4M1	1	1	1	-0.5	0.5	0	0.5
2992	GYG1	-1	-1	-1	-0.5	-1	-0.75	-0.875
57333	RCN3	0.5	0.5	0.5	0.5	0.5	0.5	0.5
6535	SLC6A8	1	1	1	-1	-1	-1	0
1820	ARID3A	1	1	1	1	1	1	1
5166	PDK4	-1	-1	-1	-0.5	-1	-0.75	-0.875
80700	UBXN6	1	1	1	1	-0.5	0.25	0.625
56005	MYDGF	1	1	1	-1	0.5	-0.25	0.375
1534	CYB561	0	0.866025403784439	0.433012701892219	1	0.5	0.75	0.59150635094611
57556	SEMA6A	0.5	-0.5	0	1	-1	0	0
151903	CCDC12	1	-0.5	0.25	1	0.5	0.75	0.5
154791	FMC1	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
10000	AKT3	-1	-1	-1	-1	-0.5	-0.75	-0.875
79590	MRPL24	1	1	1	-0.5	0.5	0	0.5
2733	GLE1	0.5	-1	-0.25	-1	-1	-1	-0.625
112849	L3HYPDH	1	1	1	1	0.5	0.75	0.875
1130	LYST	-1	-1	-1	1	0.5	0.75	-0.125
79939	SLC35E1	-1	-1	-1	1	0.5	0.75	-0.125
125972	CALR3	1	1	1	-1	-1	-1	0
147798	TMC4	-0.5	-1	-0.75	-1	-1	-1	-0.875
163183	SYNE4	-1	-0.5	-0.75	-1	0.5	-0.25	-0.5
5438	POLR2I	1	0.5	0.75	-0.5	0.5	0	0.375
3858	KRT10	-0.5	1	0.25	1	1	1	0.625
389434	IYD	0	0	0	0	-1	-0.5	-0.25
55005	RMND1	1	-0.5	0.25	-1	-1	-1	-0.375
80129	CCDC170	-0.5	0.5	0	0.5	-1	-0.25	-0.125
2099	ESR1	-1	-1	-1	0.5	-0.5	0	-0.5
7432	VIP	0	0	0	0	0	0	0
26271	FBXO5	-1	-1	-1	-0.5	0.5	0	-0.5
54516	MTRF1L	0.5	0.5	0.5	1	1	1	0.75
26575	RGS17	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
3066	HDAC2	0.5	0.5	0.5	1	0.5	0.75	0.625
2444	FRK	-0.5	0.5	0	-1	-1	-1	-0.5
51389	RWDD1	1	1	1	1	1	1	1
134829	CLVS2	0.5	-0.5	0	-0.5	0.5	0	0
10345	TRDN	0	0	0	-0.866025403784439	0.866025403784439	0	0
23493	HEY2	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
134957	STXBP5	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
135114	HINT3	1	-0.5	0.25	-0.5	-1	-0.75	-0.25
60487	TRMT11	1	0.5	0.75	1	0.5	0.75	0.75
11104	KATNA1	-0.5	1	0.25	-0.5	-0.5	-0.5	-0.125
5110	PCMT1	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
84918	LRP11	-0.5	0.5	0	1	1	1	0.5
51250	MTRES1	0.5	1	0.75	-0.5	-1	-0.75	0
11231	SEC63	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
7101	NR2E1	1	0	0.5	-1	-0.5	-0.75	-0.125
8724	SNX3	1	1	1	-1	-0.5	-0.75	0.125
51390	AIG1	-0.5	1	0.25	-1	-1	-1	-0.375
134637	ADAT2	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
8504	PEX3	1	0.5	0.75	-0.5	-1	-0.75	0
2519	FUCA2	-0.5	-1	-0.75	-0.5	0.5	0	-0.375
285753	CEP57L1	-0.5	-0.5	-0.5	-0.5	-1	-0.75	-0.625
153918	ZC2HC1B	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
5325	PLAGL1	0.5	1	0.75	1	0.5	0.75	0.75
8763	CD164	1	0.5	0.75	1	0.5	0.75	0.75
7402	UTRN	-0.5	-0.5	-0.5	-0.5	-1	-0.75	-0.625
6610	SMPD2	1	1	1	-0.5	-0.5	-0.5	0.25
64780	MICAL1	-0.5	-0.5	-0.5	0.5	1	0.75	0.125
9841	ZBTB24	0.5	-0.5	0	0.5	-1	-0.25	-0.125
2911	GRM1	-1	0.5	-0.25	0	-0.5	-0.25	-0.25
8936	WASF1	0.5	0.5	0.5	1	0.5	0.75	0.625
85413	SLC22A16	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
112495	GTF3C6	1	1	1	1	1	1	1
117247	SLC16A10	-0.5	-1	-0.75	-1	-1	-1	-0.875
5980	REV3L	-0.5	-0.5	-0.5	1	-0.5	0.25	-0.125
10758	TRAF3IP2	1	1	1	-1	-1	-1	0
2534	FYN	1	1	1	-0.5	-0.5	-0.5	0.25
51175	TUBE1	-1	-1	-1	-1	-0.5	-0.75	-0.875
3910	LAMA4	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
64208	POPDC3	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
5550	PREP	1	1	1	1	-0.5	0.25	0.625
7128	TNFAIP3	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
64065	PERP	-0.866025403784439	0.866025403784439	0	-1	-1	-1	-0.5
57221	ARFGEF3	0	0	0	-0.5	-1	-0.75	-0.375
23593	HEBP2	1	0.5	0.75	0.5	-0.5	0	0.375
85021	REPS1	0.5	1	0.75	0.5	0.5	0.5	0.625
79632	FAM184A	1	-0.5	0.25	-0.5	-1	-0.75	-0.25
25842	ASF1A	-0.5	0.5	0	1	1	1	0.5
57120	GOPC	1	1	1	1	0.5	0.75	0.875
55278	QRSL1	-1	-1	-1	-0.5	0.5	0	-0.5
84816	RTN4IP1	-1	-1	-1	1	-1	0	-0.5
4829	NMBR	-1	0.5	-0.25	-0.5	-1	-0.75	-0.5
202	CRYBG1	-0.5	1	0.25	1	0.5	0.75	0.5
100126572	GJE1	-0.5	-1	-0.75	-1	-1	-1	-0.875
51534	VTA1	1	1	1	0.5	0.5	0.5	0.75
10924	SMPDL3A	0.5	1	0.75	-1	-1	-1	-0.125
221035	REEP3	1	1	1	-0.5	1	0.25	0.625
2173	FABP7	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
5570	PKIB	0.5	-0.5	0	-0.5	0.5	0	0
57515	SERINC1	0.5	1	0.75	0.5	0.5	0.5	0.625
3298	HSF2	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
84870	RSPO3	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
55862	ECHDC1	1	-1	0	1	0.5	0.75	0.375
25834	MGAT4C	0.5	-0.5	0	-0.5	-1	-0.75	-0.375
5796	PTPRK	1	1	1	1	0.5	0.75	0.875
4922	NTS	0.866025403784439	0.866025403784439	0.866025403784439	0	-0.5	-0.25	0.308012701892219
285761	DCBLD1	-0.5	0.5	0	-1	-0.5	-0.75	-0.375
84125	LRRIQ1	0	0	0	0.5	-1	-0.25	-0.125
6098	ROS1	0.5	0	0.25	0	0	0	0.125
55117	SLC6A15	-0.866025403784439	-0.866025403784439	-0.866025403784439	-1	-0.5	-0.75	-0.808012701892219
29080	CCDC59	1	1	1	0.5	1	0.75	0.875
3908	LAMA2	-0.5	-1	-0.75	1	-1	0	-0.375
222546	RFX6	0	0	0	0	0	0	0
222545	GPRC6A	-0.866025403784439	0	-0.433012701892219	-0.866025403784439	-0.5	-0.683012701892219	-0.558012701892219
8825	LIN7A	0.5	0.5	0.5	-1	0.866025403784439	-0.0669872981077806	0.21650635094611
4659	PPP1R12A	-0.5	-1	-0.75	1	-0.5	0.25	-0.25
221303	FAM162B	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
6492	SIM1	0.866025403784439	-0.5	0.183012701892219	1	-1	0	0.0915063509461097
5033	P4HA1	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
151011	SEPTIN10	-1	-1	-1	1	0.5	0.75	-0.125
3987	LIMS1	-1	0.5	-0.25	1	0.5	0.75	0.25
11130	ZWINT	1	0.5	0.75	-1	-1	-1	-0.125
7321	UBE2D1	1	1	1	1	1	1	1
1634	DCN	-0.5	-1	-0.75	0	0.5	0.25	-0.25
11081	KERA	0.5	1	0.75	0	0	0	0.375
246213	SLC17A8	0.5	1	0.75	0.5	0.5	0.5	0.625
1833	EPYC	-0.5	0	-0.25	0.866025403784439	0.866025403784439	0.866025403784439	0.308012701892219
983	CDK1	-1	-1	-1	-1	-1	-1	-1
490	ATP2B1	1	1	1	1	0.5	0.75	0.875
9886	RHOBTB1	1	1	1	-1	-1	-1	0
219621	CABCOCO1	1	0.5	0.75	0	0.866025403784439	0.433012701892219	0.59150635094611
84159	ARID5B	-1	-1	-1	-1	-0.5	-0.75	-0.875
64431	ACTR6	0.5	1	0.75	-0.5	0.5	0	0.375
23074	UHRF1BP1L	1	1	1	-0.5	-0.5	-0.5	0.25
282809	POC1B	1	1	1	0.5	0.5	0.5	0.75
1848	DUSP6	1	1	1	-1	1	0	0.5
7112	TMPO	-1	-0.5	-0.75	1	1	1	0.125
4254	KITLG	1	1	1	-0.5	0.5	0	0.5
5663	PSEN1	-1	1	0	1	0.5	0.75	0.375
6446	SGK1	1	1	1	1	0.5	0.75	0.875
80184	CEP290	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
121457	IKBIP	0.5	1	0.75	-1	0.5	-0.25	0.25
10767	HBS1L	1	0.5	0.75	0.5	-0.5	0	0.375
2037	EPB41L2	1	1	1	1	-0.5	0.25	0.625
317	APAF1	0.5	-0.5	0	-1	-1	-1	-0.5
4602	MYB	-0.5	-0.5	-0.5	1	0.5	0.75	0.125
9439	MED23	1	0.5	0.75	-0.5	0.5	0	0.375
54806	AHI1	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
383	ARG1	0.5	0.5	0.5	1	0	0.5	0.5
121441	NEDD1	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
5169	ENPP3	0.5	0.5	0.5	0.5	-0.5	0	0.25
27115	PDE7B	-1	-0.5	-0.75	0.5	0	0.25	-0.25
113115	MTFR2	-0.5	-0.5	-0.5	-1	1	0	-0.25
9053	MAP7	1	-0.5	0.25	-1	-1	-1	-0.375
1490	CCN2	-1	-1	-1	-0.5	0.5	0	-0.5
8417	STX7	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
