FIB_slow1	FIB_slow2	FIB_slow3	FIB_slow4	FIB_m1	FIB_m2	FIB_fast1	FIB_fast2	FIB_fast3	FIB_fast4
ENSMUSG00000092578	23	15	1	4	10	8	9	9	2	2
ENSMUSG00000092579	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092580	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092581	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092583	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092584	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092586	6.03323344526784	4.02745325733882	0	7.02183414178136	3.29440579019518	7.04515118946295	3.01484362992295	2.00682754894941	4.09148261199257	2.01218995821217
ENSMUSG00000092587	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092588	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092591	1	0	0	0	1	0	0	0	4	0
ENSMUSG00000092592	16.0704684153396	15.9279508174087	7.23581278783716	15.0008119254013	14.7044844098007	16.7992351135643	20.7052111887347	21.0712034991432	12.2201454789791	14.1432730220438
ENSMUSG00000092593	25	27	15	21	14	16	14	23	9	18
ENSMUSG00000092595	102.473566580159	156.416159679026	135.486472127442	238.127236720319	160.614693241533	200.468716087522	146.709080375891	68.5886357961428	103.164163865387	200.414846990011
ENSMUSG00000092596	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000092597	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092599	1.69350795504349	5.17365777191055	0	2	1	3	0	0	0	1
ENSMUSG00000092600	2.08022705777493	0	6.51502745097689	0.661755801295733	0	3.00539513648727	0	4.23334266296166	9.20879158305547	0
ENSMUSG00000092601	1.09104710137425	2.22943898376082	1.13700327288294	0	1.17280191788666	1.61228347889952	3.569601557497	2.98288111721565	0	3.01236160344761
ENSMUSG00000092602	4	3	0	0	7	11	3	5	0	1.80752345007848
ENSMUSG00000092603	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092604	0	1	0	1	0	3	0	0	0	0
ENSMUSG00000092606	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092607	421.480320937258	367.092674072501	401.686368625056	506.53907907886	474.218079503061	575.413301670493	490.218179367886	410.085191472386	511.68467370658	502.022687880945
ENSMUSG00000092608	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092609	0	0	0	0	0	0	0	0	0	0.0797078063609429
ENSMUSG00000092610	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092611	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092612	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092614	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092615	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092616	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092617	3.00775876050234	0	0	0	0	0	1.00112581260822	0	0	0
ENSMUSG00000092618	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092619	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000092620	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092621	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092622	0	2	0	0	0	0	0	1	0	0
ENSMUSG00000092624	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092625	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000092626	11	14	12	5	10	17	14	4	8	7
ENSMUSG00000092627	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092629	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092633	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092636	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092638	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092639	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092641	20.3057855867016	13.7640692600165	3.59863150507185	3.62084285669414	4.78662612603839	18.0620677154949	12.343540445747	12.0852396039945	8.82311298865497	4.42997019458727
ENSMUSG00000092643	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000092644	1	2	0	5.73304476095007e-05	2	0	2	0	0	2
ENSMUSG00000092647	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092648	0	5.58252877238798	0	0	1	5.57087363481837	4.97650960752399	8.06213956797375	0	0
ENSMUSG00000092650	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092652	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092653	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000092655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092656	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092657	41.367750392194	29.4323096145429	8.28201124259403	6.50418459475685	33.3110010610652	45.3377630366045	28.3987799193912	40.7935480184074	23.6673872196385	6.67047399119902
ENSMUSG00000092659	1	1	0	0	1	1	3	2	0	0
ENSMUSG00000092660	2	1	0	0	2	4	1	6	1	3
ENSMUSG00000092661	0	0	0	2	0	0	0	0	1.93121847234303	4.75945647307169
ENSMUSG00000092664	0	2.76321646713588	2.89390079433522	4.10513225317442	14.9997876785772	6.43407521015884	4.93271283725366	0	2	1.89897420219565
ENSMUSG00000092666	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092668	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092671	0	0.192551190626308	0	0	0	0	0.330846612335891	0	0	0
ENSMUSG00000092673	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092674	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092675	9	1	1	1	1	4	1	6	1	1
ENSMUSG00000092677	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092679	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092680	9	7	1	2	4	4	6	2	0	6
ENSMUSG00000092683	2	1	2	0	1	0	2	0	2	0
ENSMUSG00000092685	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000092686	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092687	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092693	0	0	0	1.03013427360596	0	0	0	0	0	0
ENSMUSG00000092695	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000092696	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092697	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092698	0	1	0	0	2	2	0	0	0	0
ENSMUSG00000092701	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000092702	2	1	0	0	0	2	2	1	0	0
ENSMUSG00000092704	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092705	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092706	0	1	0	0	1	0	3.97758264171112	2.21958687726472	0	2
ENSMUSG00000092710	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092713	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000092714	0	0	0	0	2.08322100930212	1.13412039122061	0	3.18312572807295	0	0
ENSMUSG00000092715	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092718	3.84754492948563	5.49864472210664	1.10742806937185	2	15.0970692607147	15.5942440835182	4.46289979561621	19.9021478305493	0	1.89231509607807
ENSMUSG00000092719	0	3.531017813378	0	1.5981478672343	5.97068121760074	2.56385569245803	4.7925517634219	1.5030305497929	1.26163750219133	3.46715789369821
ENSMUSG00000092720	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092723	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092724	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092725	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092727	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092730	0	0.690301168262522	0	0	0	0	1.67295399031321	1.36911438738518	0	0
ENSMUSG00000092731	0	0	0	0.90639639624213	3.24847483874885	0.745522682088351	0	1.17965139641344	0	0
ENSMUSG00000092732	0	0	0	0.499971334776195	0	0	0	0	0	0
ENSMUSG00000092734	0	0	0	0	2	1	1	0	0	1
ENSMUSG00000092737	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092738	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092741	10	14	0	0	17	33	13	9	0	0.862313196463934
ENSMUSG00000092743	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092745	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092746	2.06790009346019	2.20171834222526	0	0	0	0	0	0	0	0
ENSMUSG00000092747	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092748	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092751	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092752	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000092753	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092758	0	1	0	0	0	1	4	0	0	1
ENSMUSG00000092759	1.56077058002019	7.09248938983624	0	0	3.72643806277929	1.19273114723048	4.65405055964765	1.46650207916054	0	2.29251299863254
ENSMUSG00000092760	0	19.6898927008458	0	26.0922207408549	30.8294290132276	14.3524736452098	0	31.5148979108951	14.2351868923116	8.89653091590782
ENSMUSG00000092761	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092762	0	0	0	1	1	0	0	1	0	1
ENSMUSG00000092763	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092764	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092765	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092767	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092770	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092774	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092776	0	0.915149015898282	0	0	0	0	1	1.60874637711021	2	1
ENSMUSG00000092777	0	1.02840250161568	0	0	0	0	0	0	0	0
ENSMUSG00000092781	6	0	0	0	2	1	3	0	0	0
ENSMUSG00000092784	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092787	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092790	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092792	0	0	0	0	0	0.977589847806637	0	1	0	0
ENSMUSG00000092793	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092794	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092795	2.64455088903275	2.70093212250391	0	0	6.64006610495956	0	5.60751749656707e-07	1.13233352231601	0	4.00572024359165
ENSMUSG00000092796	23.7480177312706	0	0	0	17.9707365966857	7.79117864924828e-07	22.1608248683378	23.9137056115804	38.2029891543788	0.00152989409735995
ENSMUSG00000092799	2	3	0	1	2	3.41936038900318	3.22167228977019	2	2	0
ENSMUSG00000092802	7.71709451566051	3.9295949386262	0	8.9726616838984	21.0319390739818	6.0960439466115	13.6868381129308	17.9365087543437	6.25760558745032	11.5537417564703
ENSMUSG00000092805	2.81723199861333	0	0	0	2.93362371868185	0	0	1.41214882413347	0	0
ENSMUSG00000092806	27.3930590881655	33.1572957126038	9.63223061982736	0	1.89447763407076	33.3315522962859	28.9247009509027	0	0	6.54126524414005
ENSMUSG00000092807	0	0	0	0	2	0	0	0	1	0
ENSMUSG00000092811	0	0	0	0	1.69864412160237	0	2.74116997421011	5.69898092581564	0	0
ENSMUSG00000092812	8	4	1	1.00679310085447	6	4.02786557621504	3	0	1	1
ENSMUSG00000092813	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092814	40.8844810223906	43.2460910879754	4.27274883585418	11.5954413501357	46.8896861278681	34.6490904570375	16.3211185669848	28.3457021638223	3.82348362183335	17.7040208476997
ENSMUSG00000092815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092816	0	3.8713912338369	0	0	0.235620919988141	5.23333420623166	1.57230061274803	2.63743930543255	0	1.8246694464875
ENSMUSG00000092818	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092819	18	4	4	4	9	9	24	6	22	6
ENSMUSG00000092821	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092822	4.17074896662709	0	0	0	0	3.60460895181953	7.85178413928037	12.2200653689852	0	0
ENSMUSG00000092825	3.31276652212353	4.02940265234872	3.15040366946609	1.75060467786817	1.08733933724087	5.16697697048222	0	0.770505106489182	0	0
ENSMUSG00000092826	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092827	4	7	0	2	5	3	5	8	16	6
ENSMUSG00000092829	0	1	2	0	2	3	0	0	0	0
ENSMUSG00000092830	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092832	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092833	0	4.19629430460551	0	0	3.88984781461975	0	0	0	0	0
ENSMUSG00000092834	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092835	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092837	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000092838	6.44631415611059	0	0	1	2.55910174451887	5.07214555868857	0	0	0	0
ENSMUSG00000092840	11.2204968264457	7.84029523676607	4.55100430774196e-05	1.72045680454739	2.53785261518825	4.15178781428006	5.62461871410764	8.26028275584297	6.58087571675824	0
ENSMUSG00000092841	1.25418860986087	1.17579080732115	0	0	1.07486422517611	0	1	2.20606834701498	0	2.03857103183412
ENSMUSG00000092842	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092843	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000092845	0	0	0	0	1	2	3	0	0	2
ENSMUSG00000092847	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092848	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092849	0	1.17342353139538	0	3.24587665843999	0	0	0	0	0	5.15045170976386
ENSMUSG00000092850	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092851	81.6997974179833	91.388178002238	22.1429714198391	28.0857338236183	93.7301431037172	60.2506773662215	74.7813635803011	86.9855584964365	60.1297538881611	45.3037657983983
ENSMUSG00000092852	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092853	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000092855	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092856	14.47527070154	6.09713101550442	0	0	1.88097571573825	0	27.4906001816775	0	0	0
ENSMUSG00000092862	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092866	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092867	4	0	2	0	1	0	2	2	4	3
ENSMUSG00000092868	0	0	1.8607459820212	0	0	0	1.55055219747845	0	0	0
ENSMUSG00000092870	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092871	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092875	1	0	0	0	0	0	0	2	0	0
ENSMUSG00000092876	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092878	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092879	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092880	0	0	0	0	0	0	0	0.646162506781697	0	0
ENSMUSG00000092885	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092887	0	2	0	1	0	0	2	5	3	1
ENSMUSG00000092888	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000092889	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000092891	0	1.14522536383145	0	0	2.79932028074979	0	0	4.65478929581686	0	0
ENSMUSG00000092894	0	0	0	1.03111498841015	0.705578932576709	0.876683941018196	0	1.9195481850568	0	1
ENSMUSG00000092896	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000092897	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092898	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092901	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092902	15.0261143980409	27.3170121575227	14.6363926073836	5.87121634317366	16.6956091342043	25.8060644787461	19.3975698379353	31.4460420023443	0	0
ENSMUSG00000092903	41.3570462463219	75.4123903788019	24.901191772729	7.10082694046981	44.6575972894466	55.6401719419146	71.0759493847845	113.897818648915	9.47700492144576	46.5782420167496
ENSMUSG00000092905	83.9733236709521	77.2398079249164	26.2867030357961	40.8872223955361	73.6293251994781	58.3421712144296	67.3181865084403	71.3470330437878	30.7753139968938	51.1000540530504
ENSMUSG00000092906	0	3.30273872027244	0	0	0	0	0	0	0	1.06263346151476
ENSMUSG00000092907	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092908	0	25.1498981228662	2.78388789500157	3.93257974669063	3.29452250556467	0	0	9.38302738873464	11.497981380753	0
ENSMUSG00000092909	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092912	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092913	0	3.34904970466738	0	0	0	5.91143891530572	0	0	0	0
ENSMUSG00000092914	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092915	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092916	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092917	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092918	11.258638107423	0	0	7.01387299233496	3.2916403839254	0	0	4.32772740110669	8.50161464383373	1.7870348714173
ENSMUSG00000092919	0	2.2034429300248	0	0	1.24185505958437	0	0	1.21648178644776	0	0
ENSMUSG00000092920	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092921	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092922	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092923	2.21244411529144	3	0	0	1.12838142187956	10.3054471884233	2.76814006199738	4.83632472153204	0	1
ENSMUSG00000092928	1.507520620956	0	0	0	0	0	0	0	0	0.340678325100147
ENSMUSG00000092931	2.51893555215456	2.54214272713582	1	1	7.45249743048754	1.10888381684402	0	2.83389671261763	1.69824114044739	1
ENSMUSG00000092932	20.8966337742094	16.3917662005654	6.77591861490544	10.6265307690678	40.4372499093486	35.0126538589395	30.1190854115576	27.3408965463464	9.03171861101342	23.224727069586
ENSMUSG00000092934	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000092935	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092939	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092948	0	1.9316464476932	0	0	4.90042807295822	0	1.88483215307131	0	0	0
ENSMUSG00000092949	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092952	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092953	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092956	0	1.39271440983021	0	1	0	0	0	1	0	0
ENSMUSG00000092957	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092958	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092961	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092963	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092965	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092966	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092972	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092973	0	0	0	0	0	0	2	2	0	0
ENSMUSG00000092974	15.6438358425372	31.7984824029204	0	10.1950081943126	30.0371350119303	7.57251626997326	0	15.4905050199682	10.5031577595258	21.1736990094993
ENSMUSG00000092978	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000092979	0.883157270934783	1.0003668433558	0	0	0	0	6.62890195825396	1	0	0
ENSMUSG00000092981	48	53	40	70	66	75	84	73	55	72
ENSMUSG00000092985	0	0	0	0	2	0	0	2	0	0
ENSMUSG00000092986	52.4815329396878	34.882581453241	19.3969571067321	35.5279795851161	56.1023054606014	48.2194745140345	41.2845175567756	45.014059676384	12.5763029809142	19.6529726056298
ENSMUSG00000092988	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092990	0.391096828846267	1.99935134001229	2.32521155969481	0	0	0	1.3974153807912	0	0	1.73773402527563
ENSMUSG00000092994	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000092995	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092997	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092998	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092999	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093000	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093002	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000093003	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093004	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093005	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000093006	0	0.689045758237532	0	0	1.75724518301218	2.60057555512796	0.559407955650981	0	0	0
ENSMUSG00000093007	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093009	0	2.50660377479691	0	0	0	0	0	0	0	0
ENSMUSG00000093010	0.362161860469343	0	0	0	0	0	0	3.95030129210302	4.80918477235987	0
ENSMUSG00000093011	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000093013	0	0	2	0	3	3	2	0	1	2
ENSMUSG00000093014	18.3290476488503	18.5344376282624	7.60954164990989	5.81950298898185	7.20748635080033	17.2688204829292	14.7658190646063	13.019716326482	1.09216188874166	7.06204872770635
ENSMUSG00000093015	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000093017	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093019	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093021	9.65648016775355	10.5787403689047	1.98719131839004	2	4	0	3	0	1	0
ENSMUSG00000093023	44.7954170654626	29.8570574621698	4.60691326232206	11.5703710020297	41.4206853800087	44.3107237160945	54.0812128575942	57.068432582884	8.15406563026392	16.3243794740995
ENSMUSG00000093024	9.86199317508586e-07	0	7.82141865643683e-07	2.4540306880147	9.30147095823657	6.50374744780437e-06	0	8.90730856249851	2.91995891647239	1.54221006802205
ENSMUSG00000093025	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093026	1	0	0	0	0	1	2	0	0	0
ENSMUSG00000093029	0	0	0	1	0	0	2	0	0	0
ENSMUSG00000093030	93.2122827001125	89.1887516788336	16.7509941240565	10.1442076400993	106.604241810224	127.093707379596	105.342782946686	133.715640133095	25.6510390834519	13.7000206575075
ENSMUSG00000093031	21.4573446668973	8.10424969806978	1.11277064658428	4.33376041668141	11.8424494025865	13.2091511048894	19.1918678402176	7.55736103883337	5.14103018159777	8.5579113402302
ENSMUSG00000093032	12.7977371110017	18.6445468326506	0	2.05654785972742	2.43672662411283	6.56984234276731	3.33986221155818	18.5891122242736	4.37930317942267	5.71147100356236
ENSMUSG00000093033	4.65148742777286	2.21955803802579	0	5	0	8.23519612779129	4	0	0	0
ENSMUSG00000093034	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093036	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093037	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093039	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093040	19.1477132474903	16.1769880988839	7.09467379659588	6.75195752520748	12.2113848869207	20.1246233997248	18.7533592587132	25.2098160247759	18.3399572018518	11.3001451072537
ENSMUSG00000093041	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093042	1	0	0	0	1	6	0	4	0	0
ENSMUSG00000093044	4	7	0	1	5	7	2	4	0	3
ENSMUSG00000093046	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093051	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093052	0	0	0	0	0	1.21315973656059	0	0	0	0
ENSMUSG00000093054	5.03472615787727	1.6279623700147	0	1.07882138119742	0	0.22194006428517	8.60826203435412	0	0	0
ENSMUSG00000093056	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000093058	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093059	51.9459766822815	69.538449908663	8.8926918682582	16.2339331848149	65.3248641762323	43.8515688490601	57.7603713421137	58.7709067361082	15.5276135166305	33.3773057582557
ENSMUSG00000093060	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093061	6.74929897274686	8.733735916354	1.26205190029805	0	6.99687479902001	0.247244062836655	4.95072011405418	6.27362113326275	0	0
ENSMUSG00000093063	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093064	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000093065	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093067	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093070	3	0	0	0.989675306010133	0	1.97501563450215	4	1	2	0
ENSMUSG00000093071	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093072	0	0	0	0	0.550976532555421	0	0	0	0	0
ENSMUSG00000093073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093074	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093075	3	0	0	0	1	4	0	0	0	0
ENSMUSG00000093076	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093079	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093080	0	3	0	3	1	0	2	4	0	2
ENSMUSG00000093081	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093082	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093083	0	4	0	1	1	9	2	2	1	2
ENSMUSG00000093085	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093087	0	1	0	1	6	0	0	0	1	0
ENSMUSG00000093089	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093090	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093091	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093092	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093093	21.3906682677313	18.6046604453798	3.52696487977418	7.44760561354981	24.7757350505972	13.8484750240226	24.7311969336781	21.6941943965163	2.17494366590319	2.02766274028661
ENSMUSG00000093096	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093097	1	0	0	3	0	0	0	0	0	0
ENSMUSG00000093100	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093101	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093102	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093105	27.3495308344506	36.3048652908481	14.9171439992062	9.71944993559098	41.1267526676643	44.4971710723502	23.1302665805953	41.5895440792816	16.8510796717582	11.3156113752871
ENSMUSG00000093106	41.0068888514129	0	2.78388789500157	3.93257974669063	20.3006831185219	7.36124169319886	0	0	10.2385619629837	0
ENSMUSG00000093107	0	0	0	0	0	0	0	2.99403589951359	0	0
ENSMUSG00000093108	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093112	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093113	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093114	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093115	0.16231077974136	0.123561445096003	0.10062653406937	0.10667160240413	0	0	0.0678392901464126	0.256835932658365	0	0.130599500881855
ENSMUSG00000093116	1.243093261635	0	0	0	0	0	0	0	0	0
ENSMUSG00000093117	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093118	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093119	19.1828956022876	13.5298350508029	4.26797227608234	4.60796897909868	21.3772328387813	19.958190082771	24.988589799421	18.3488789094185	5.89633844870642	3.45041435649233
ENSMUSG00000093120	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000093122	0	0	0	0	0	0	0	0	0	0
