ESC_slow1	ESC_slow2	ESC_slow3	ESC_slow4	ESC_m1	ESC_m2	ESC_fast1	ESC_fast2	ESC_fast3	ESC_fast4
ENSMUSG00000038023	893.072368591475	800.862563602302	803.51340417925	1062.37172535162	1086.31750749499	1018.54351595887	1062.4280685127	1201.16683938357	800.018556422085	981.469353832098
ENSMUSG00000038024	1136.1322451954	1226.74795918898	1073.3298411862	1214.84787987993	1254.29558639047	1245.56703153701	1151.26957357706	1358.29635201894	1080.80932150321	1034.12108203715
ENSMUSG00000038025	434	425	492	452	469	454	484.200026035546	490	407	427
ENSMUSG00000038026	12	7	9.60719128706566	17	14	10	11	3.19984412243713	18	10
ENSMUSG00000038028	2657.43271391521	3263.94589410847	2701.160929509	2833.14540679285	3084.80855155359	3392.39740116713	2887.95065246104	4056.53565452109	3264.12198895074	2970.25494471333
ENSMUSG00000038034	656	648	980.062833702327	908.300553656385	747	826	705	976.118593140499	1044	1016.57850852555
ENSMUSG00000038037	74	83	30.3773224267323	43.7786974911531	57	88	68	106	40.1491632054079	25.4465248711278
ENSMUSG00000038039	930	1034	816	971	1070	1101	1016	1161	948	863
ENSMUSG00000038042	127.774670990845	114	48.779258225999	43.3656565230957	124	96.618548948379	100	75	57.7971465264894	23.8034564620355
ENSMUSG00000038044	1	4	6	4	2	5	3	2	0	9
ENSMUSG00000038045	546.908273896594	408.448141276941	369.715160123344	439.268411628554	517.410505697532	369.654128119707	425.399302815539	364.707712154762	365.502456253508	304.052306316578
ENSMUSG00000038046	355	372	347	423	403	402	432	471	363	399
ENSMUSG00000038047	3070	3211.86665515814	2242	2916.8055444758	3588	3739	3691	3995	2625	2586
ENSMUSG00000038048	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000038055	134	139.013048986505	164	163	144	148	134	158	157	164
ENSMUSG00000038056	1040	1342.46194731314	1412	1732.47113792774	1180.60233870248	1408.00779201611	1013.09469505688	1243.62491608109	1141.99518573173	1192.84561326427
ENSMUSG00000038057	10	6	6	6	10	10	7	11	6	14
ENSMUSG00000038058	20.8990656665342	20.5837820420606	29.3494127924643	16.8617204418605	22.0302858098561	18.9444395976177	15.0089589496336	32.529787936237	19.9144714762653	23.8717246076394
ENSMUSG00000038059	100	124	121	145	146	109	129	132	109	96
ENSMUSG00000038060	17.9071222919488	14.3151993012093	33	12.9143930451877	10.1598198327709	8.01113014451414	7.02783951093458	9.82510784038802	24.1608423706753	12.019273873504
ENSMUSG00000038064	0	0	0	0	2	0	2	1	0	0
ENSMUSG00000038065	112	74	49	61	101	86	91	103	89	77
ENSMUSG00000038067	2	1	1	2	0	0	2	1	2	2
ENSMUSG00000038068	53	49	71	80	48	31	42	41	96	64
ENSMUSG00000038069	981.0477820689	1064.09119402102	228.160846098908	208.474953470126	1166.64763689914	1177.60084957238	1274.42266682333	1403.47515753844	377.844335744818	204.473999260814
ENSMUSG00000038070	94	97	68	80	73	77	68	81	42	42
ENSMUSG00000038071	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000038072	736.958214091262	883.860490691475	675.930786802177	636.922045044704	652.898154538883	824.945302288286	545	864.940618933789	498.953952347541	448
ENSMUSG00000038074	196.019149341686	173	176.011883226172	186	219	178.000005206797	215	187	170	147
ENSMUSG00000038077	1	0	0	0	0	0	1	7.05697952751988	0	0
ENSMUSG00000038079	542.976103471512	427	504	534.929144174336	570.743832395327	463.964533654441	618.830584438634	471.933816631209	503.981335828389	473.91337521885
ENSMUSG00000038080	630	670	557.376250699708	609.088510792247	673	705	665	721	599.869987924769	548.123326690847
ENSMUSG00000038084	2478	2466	2325	2911	2959	2951	2956	3098	2442	2352
ENSMUSG00000038085	28.3934782913075	21.6231629189465	15.1558129501617	16.1895325113835	36.5949576842662	17.1647272271504	18.3119807751688	17.1316542088165	17.1619796406353	24.1758101977059
ENSMUSG00000038086	17	5	11.970498845024	7.07761346703034	6	2	8	8	9	6
ENSMUSG00000038092	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000038094	2.04514859979052	10	0	2	7.06497717087487	4.03445472562996	9.01309115351021	8	5.09719245320103	0
ENSMUSG00000038095	1945.04678029816	2743.44324761179	3032.01190004414	2981.21222229436	3295.54891221719	3559.50354018569	2709.86072667451	3829.36083441511	3188.44206369427	2289.9321904448
ENSMUSG00000038102	2087	2031	2163	2466	2256	2172	2290	2233	2066	2030
ENSMUSG00000038112	16	16	13	15	16	15	25	41	17	27
ENSMUSG00000038115	2	2	0	0	0	1	0	0	1	0
ENSMUSG00000038116	3037.44167452982	3094.2880814978	2979.02275172172	3537.13254808859	3412.14022928614	3474.91855818096	3412.4767873081	3765.11435819069	3307.91444616914	3447.32154570442
ENSMUSG00000038119	287	340	275	277	383	267	320	363	313	249
ENSMUSG00000038121	1751	1628	1363	1678	2099	1867	2054	2002	1651	1628
ENSMUSG00000038122	233.095184968795	192	159.695664460015	208.034686386013	232	173.064638306956	179	205.073145369486	212.904347872175	157.939084938497
ENSMUSG00000038126	868	871	871	1047	1038	866	829	887	867	943
ENSMUSG00000038127	1780.20110714615	1763.17138611191	1330.12904540454	1472.48153699065	2175.70435416435	1960.45299141841	2165.29773925302	1953.96461765841	1541.44293499438	1419.38377809434
ENSMUSG00000038128	26.4478120826427	25.2191221626454	10.8601401504996	20.2389570086046	13.0334443857518	36.2416795980075	41.4721605734476	20.2772239305273	21.2762493745639	25.1602899305007
ENSMUSG00000038132	0	1	2.39769272079526	2	1	1	2	3	2	1
ENSMUSG00000038135	5	4	1	4	6	1	9	8	3	5
ENSMUSG00000038141	258.402098142347	601.630215781456	216.163444814402	177.697917369931	236.0635688859	544.828232866115	152.103043290977	504.410871262191	167.106265525997	110.817184538885
ENSMUSG00000038143	607.930017332019	626.123281980241	312.579620522821	338.287683485472	565.625913058131	442.325128412501	336.179409991296	356.944727195859	103.67672037419	146.448693596102
ENSMUSG00000038145	269.166175165422	240.204125399056	292.996622528388	290.881191872951	312.898373402983	226.345703137043	217.381317166444	223.21219280569	247.54955835429	215.558309041512
ENSMUSG00000038146	1296.51597738223	1109.80615126121	2018.56155263688	2071.90707360287	1179.69712647598	951.544715783778	965.500605546875	975.76000647188	1467.77077389092	1398.50816162652
ENSMUSG00000038147	113.844565899808	267.528963250684	43.4035144324907	53.5717259380534	118.584050518004	257.231312339786	116.72697693864	248.714783624153	36.3759768390013	19.902427619284
ENSMUSG00000038148	0	1	1	0	0	1	1	1	0	2
ENSMUSG00000038150	637	658	663	692	705	660	659	779	592	634
ENSMUSG00000038151	244	141	308.961964948017	312.323479838669	288	171	275	186	286.367727267826	285
ENSMUSG00000038152	6	2	2	1	0	4	3	0	1	1
ENSMUSG00000038155	3461.27641676518	3287.72121674888	3421.02938777812	3361.55908218846	3614.74029191394	3099.82406847076	2895.91950398932	3672.05303297268	2439.01597133089	2352.78775766116
ENSMUSG00000038156	7	9	6	3	10	14	6	10	9	8
ENSMUSG00000038160	1121	1085	1028	1238	1316	1245	1322	1529	1133	1166
ENSMUSG00000038165	6	13	12	4	6	9	10	10	4	1
ENSMUSG00000038167	134	126	123	121	121	87	99	69	96	89
ENSMUSG00000038168	7.4531895430519	4.30280292025259	2	1.22186731823538	0	5.01047100772165	7.48471262167101	0	4.00714891163734	3.00179422428106
ENSMUSG00000038170	744.330423872904	662.659626492907	856.869538711429	892.635567421244	766.802838025689	677.509335622666	789.116954941265	757.549249214071	737.395845817507	664.927403154954
ENSMUSG00000038172	2300.41396240009	2884.84995013064	2071.69235517264	2159.28299911497	2782.83985708495	3143.82118957658	2633.25585293032	3297.24571589784	2216.67569551195	1955.76837661912
ENSMUSG00000038173	1	0	0	0	0	0	2.54001723710364	5.26031426220031	1	0
ENSMUSG00000038174	479.313117264763	485.600739402476	287.224825178753	379.046288710298	539.310683249373	520.65798034762	532.023972146008	479.679826282979	359.189341973839	342.237352822519
ENSMUSG00000038175	177.328490064695	204.504959712512	169.657084927519	148.198803693782	160.176438773029	162.153613760807	179.987329745213	171.412173602437	144.299025340677	110.840422215419
ENSMUSG00000038178	582.39115360043	473.657564247908	455.614037761817	557.595554707064	614.228995626568	441.733636935061	587.433644150293	452.992609124228	390.51034305316	476.152532423454
ENSMUSG00000038179	0	0	0	0	0	0	0	1.14398865341641	1	0
ENSMUSG00000038180	23.332918488858	28.9653545801439	39.0065254821721	36.2341512098414	22.117302240833	20.7917912717813	20.066067608108	20.3940161195815	33.9514843467385	28.3812418237594
ENSMUSG00000038181	366.212732081641	361.64302634366	332.112314501024	249.428747808116	341.15204873295	244.728976679347	238.250173608642	278.522555461186	288.688236818118	228.475919075049
ENSMUSG00000038187	788.030257601792	926.710134492231	646.231418044591	814.28037807873	842.248834442289	961.824251783419	876.30745110714	1113.86523425636	711.195288940128	684.596779296947
ENSMUSG00000038188	21	19	26	20	13	10	10	8	14	13
ENSMUSG00000038192	3.5587048914875	1.82752619707952	0	2.06974980726119	9.23162695105253	1.05212162947817	2.09596351327482	0	5.35337457646099	3.14946134643537
ENSMUSG00000038193	11.0017366422005	13	6	3	16.8736710277653	26.1814920447589	16	23	11	2.10602031169523
ENSMUSG00000038195	8	11	7	13	11	18	7	19	21	10
ENSMUSG00000038199	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038201	8	16	9	16	8	7	9	19	5	11
ENSMUSG00000038203	19	40	11	4	26	29	17	42	12	7
ENSMUSG00000038204	0	1	4	4	5	0	2	3	5	6
ENSMUSG00000038205	733	672	564	686	715	774	740	797.276435099611	645	671
ENSMUSG00000038206	632.346800995872	621.570340161012	485.934478084424	614.676160594296	675.806510774931	694.690113314137	634.353004930872	676.829346775316	504.517070919686	422.205753887746
ENSMUSG00000038208	156	160	214	228	156	155	187	206	170	185
ENSMUSG00000038209	0	1	1	0	0	0	0	1	0	1
ENSMUSG00000038210	7.56873177680392	13	5	5	4	15	3	10	1	3
ENSMUSG00000038212	1424	1355	1115	1213	1624	1525	1546	1673	1174	1136
ENSMUSG00000038213	103.485551768202	98.9634931769527	107.32136079436	131.85070061954	117.621869994184	140.335090013045	147.206750637801	128.63182142683	122.355847031553	114.365970292078
ENSMUSG00000038214	1349.22470295284	1202.27209394559	1556.46689347731	2257.83824755886	1750.16743308326	1685.80766990604	1899.83268472799	1740.20358118998	1638.72847689155	2133.02269934756
ENSMUSG00000038215	935.038860574094	805.866941272416	1124.52223249338	1244.44505165192	960.231447605801	789.089410595348	881.460657266482	961.29959522008	939.797899881635	902.475794369055
ENSMUSG00000038216	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000038217	133.241157679008	95.2560686981794	157.697682950191	126.896730347823	148.262850451408	119.263833758548	148.486574065036	118.468336747293	154.5830479836	137.497825484466
ENSMUSG00000038218	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000038224	1	3	1	2	0	0	0	1	2	1
ENSMUSG00000038225	525.870318774718	315.285279376581	300.994349130362	232.875826428399	172.50785040766	621.376655548812	282.726933915682	397.989084701534	426.617515996721	128.980674703152
ENSMUSG00000038227	7	41	7	8	5	31	5	20	10	3
ENSMUSG00000038233	8.20341938310848	1.58594885728175	1.12767586564021	0	2.11411931252657	3.03526901512343	3.17057486122377	2.04743130053218	1.0186866135829	0
ENSMUSG00000038235	1134.55949198324	1382.71734707472	1486.33531337224	1425.2921675062	1070.62325659812	1306.60568831759	1094.88349921308	1509.59390866461	1290.37807297793	1198.38300162076
ENSMUSG00000038236	60	89	64	43	59.2880547928072	66	36	81.7956323617483	67	50.4843395083742
ENSMUSG00000038239	16.036953382627	12.0462887321589	20.6844025202734	22.0193912699811	8.02008495626355	10.0017742581419	12.3458200797228	15.1194126025425	15.7322019206312	17.8320862785516
ENSMUSG00000038240	312.280204414537	246.657707843761	334.000109400973	370.268647840045	311.531878547659	249.444719048436	286.662839381422	318.358298425424	323.260846185285	336.314068796765
ENSMUSG00000038241	1661.7815568876	1952.56970636991	1914.42480204653	1780.2523030098	1983.62899554494	1890.55704470542	1819.66876872598	2006.07058027134	1849.87279098452	1793.23066840324
ENSMUSG00000038242	12	10	9	7.9101179354123	8	11	14	13	9.0351914782014	8.53973307076703
ENSMUSG00000038244	60.0088444476985	76.4367197092641	45.9022118039873	62.6948645818162	59.8834704350797	55.7967507133485	59.3515495245599	52.40235352352	46.5157042449694	32.5221928122577
ENSMUSG00000038246	0	0	0	0	2	1	0	1	0	0
ENSMUSG00000038248	42.2908240523064	41.8228287835877	27	36	41	28	29	44.0165894960336	24	24.2788602924844
ENSMUSG00000038250	2011.27370178972	2141.62675792549	1813.34277103376	2156.82380470734	2303.13469378065	2533.84685638173	2318.85585351019	2603.04765596113	1996.64677558959	1944.86989462595
ENSMUSG00000038252	8453.42137518401	9020.6504857999	11852.409618544	13188.0236062614	10894.30586984	10817.1394120216	11670.4256931188	12775.6498957172	11705	12126.9094597546
ENSMUSG00000038253	1	19	7	0	3	12	2	10	3	4
ENSMUSG00000038255	1.00186741270484	0	0	0	0	0	1.00102592780533	2.25339713394388	0	0
ENSMUSG00000038256	316.26379114177	355.258169876663	533.281495593996	530.042983378124	356.045473849147	396.791193724948	382.993011581409	425.611937936808	696.026718864045	662.803987173788
ENSMUSG00000038257	0	1	0	2.03786616765482	2	0	0	5.0464728135185	3	1
ENSMUSG00000038259	0	4	2	0	0	0	0	3	0	0
ENSMUSG00000038260	308.009092354483	335.643618828429	610.293242529956	488.079247509805	264.602487702549	380.141086673885	329.621396648456	309.720072922753	511.106883049914	396.054404069457
ENSMUSG00000038264	79	110	133.770565265331	124	88	95	70	91	119	91
ENSMUSG00000038267	48	96	51	47	53	102	44	95	54	47
ENSMUSG00000038268	467.366033892152	548.627414219783	453.90848653527	508.489992603328	549.713948891853	511.437506599825	528.498735438136	623.494369481445	474.419332192919	464.914129488913
ENSMUSG00000038271	468.401061019839	440.045096217548	480.941566304825	436.659955633494	422.712160027808	358.582124656647	326.172788108005	339.550094269203	375.155496776932	383.644224404362
ENSMUSG00000038274	3243.49804314436	4144.82833030201	15535	16495	4585.01775196071	3892.37602888886	3947.79348051066	5807.40409492	15229	14937
ENSMUSG00000038276	0	0	0	9	0	1.29941589142652	0	0	0.0805236926305764	0
ENSMUSG00000038279	8272.00815386259	8984.7018722089	10388.2014070462	11576.7398371459	9631.00740335787	9677.4094452371	9172.86084894717	11228.1572997666	10795.0016978894	11024.7888605756
ENSMUSG00000038280	574.633840074522	619.289946284708	387.144757279457	405.303481062389	608.151349825543	586.508101663636	538.550039234831	645.059632804194	380.975866757325	355.871183985803
ENSMUSG00000038286	62	67	76.4631251019622	62.5925003970807	65	44	43	50	60.9535427970301	42.5690877493216
ENSMUSG00000038290	2007.98540668222	1908.97981821849	2872.99764431558	3243	2230.98715685852	1977.9984686473	1737	2099.98350590669	2284.98101950747	2339.99723539659
ENSMUSG00000038291	528	626	473	469	532	577.164034467331	453.66347575755	677	410	377
ENSMUSG00000038292	157.207762510072	110.215141226087	132.286553962035	87.5595389430997	138	89.4204810868107	79.7484982792417	75.3678872321821	79.4940487184083	70.052181333167
ENSMUSG00000038295	424.620634285861	341.800187049368	340	422	436.14171905481	314.760691313315	370.518735370153	367	290	435
ENSMUSG00000038296	0	1	1	0	0	2	1	2	0	0
ENSMUSG00000038298	20.4801094233713	15.7441296628042	44.4982129450715	27.4498482622954	17.3149551833598	16.2966872446828	10.2876072639385	28.0850196726841	37.2850922770765	37.5847143340314
ENSMUSG00000038299	4660	5101	4280	5131	5578	5530	5668	6502	4515	4690
ENSMUSG00000038300	0	0	1	1	0	0	0	0	2	0
ENSMUSG00000038301	1939.84136478254	1605.69912547713	1430.18647838449	1733.27653760369	2058.50165274984	1692.38487367543	1940.57943976856	1853.35447791046	1623.45848495461	1631.51920146865
ENSMUSG00000038302	427	328	472	555	407	324	372	357	326	340
ENSMUSG00000038304	5	4	4	3	7	16	7	3	3	5
ENSMUSG00000038305	123	218	189	182	97	252	110	272	113	102
ENSMUSG00000038311	0	0	0	0	0	0	3.00372152185183	3	3	1.00111604629114
ENSMUSG00000038312	961.031986502549	1054.30160886384	1187.48892746018	1166.83813410237	1073.82165099628	972.197664096564	1005.25661786411	1086.91889807319	1021.56868565588	962.856404081673
ENSMUSG00000038319	271	208	307	321	334	227	288	284	335	291
ENSMUSG00000038323	316	318	179	209	359	341	298	374	203	189
ENSMUSG00000038324	2478.0761992692	2884.52190339744	2941.2041546326	3125.13976160003	2860.49776810139	2941.29852793891	2821.83789432403	3586.83145946924	2975.57755742464	2845.29409303844
ENSMUSG00000038327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038330	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038331	248.129060453564	272.292972256444	244.267972616654	296.446827455062	296.336148073139	276.916338640508	251.729886716584	290.647668931902	222.465382596605	231.711667467639
ENSMUSG00000038332	362	381	351	380	471	348	443	447	394	332
ENSMUSG00000038335	5082.27335529004	5533.95876485482	5211.20903070256	6097.24133679388	5887.63965918044	6084.67810434977	5673.87479195342	7147.41351245039	5673.41867020094	5865.9050352927
ENSMUSG00000038342	877.585185547994	895.746360222215	957.937215228941	1226.7514807982	1002.22353556079	987.341173330692	1002.94014635813	1157.25245771236	1002.99677333964	1048.20611649992
ENSMUSG00000038344	3264.69717546941	3076.22242930946	1885.1716415949	2376.08242310864	3393.05074899165	3036.17035018669	2960.76816132293	3240.1127838236	1976.59226271919	1871.27807607731
ENSMUSG00000038346	2457.61698315037	2286.79055556469	2700.99598146538	3030	2447	2441.83758114297	2152.83090506448	2637	2563	2743
ENSMUSG00000038347	1834.90490960838	2514.55306263484	1023.08633054146	792.832338808482	2107.53102965085	2406.76000817857	1693.09506043708	2511.05002423693	1076.87371671875	778.867377119687
ENSMUSG00000038349	0	3.03889430249483	2.01661785170824	1.00833413603622	1.0098432892072	2.02137929991685	2.01841713632745	1.01081969175391	2.18013380064185	0
ENSMUSG00000038351	760.057300758015	792.057273579666	899.052489894084	925.086008738624	785.077231393351	685.064539823775	719.09360784842	752.057065360219	706.077422279065	783.047268073205
ENSMUSG00000038352	136.964905116162	101.245044446437	159.912279757803	170.589845259965	138.982359980781	104.728772722439	148.101370555741	132.111047992706	193.613546920164	137.055116635247
ENSMUSG00000038354	297	247.982432932442	260	221	285	214	214	219.993496516897	168	184
ENSMUSG00000038357	0	1	1	1	0	0	1	0	0	0
ENSMUSG00000038365	741.996746033313	757.122251323564	683.697715427615	706.354734711589	749.334595911081	662.695298901679	658.146050230335	632.595588151648	691.063048029865	576.156502140686
ENSMUSG00000038366	4183.48339459552	5237.04454299173	5061.67167679897	5418.54201244641	4774.12337842767	5755.81353821406	4507.72917076082	7215.99045620921	4941.693773094	4907.70082036813
ENSMUSG00000038368	995.463436319793	874.892145324243	1081.69567158902	1100.77368738681	1042.25582999084	873.806858387526	980.674385407932	902.11420318153	881.000095540652	841.498784973187
ENSMUSG00000038369	1554.9309704483	1979	1797.95561452469	2041	1896.94441579308	2237	1855.93259246273	2396	1727	1576
ENSMUSG00000038370	18	19	19	15	29	24	24	27	14	17
ENSMUSG00000038371	1128.14408210079	1037.12313471871	1340.29837740711	1448.36001705699	1166.9436871774	994.11137071466	1142.01802757274	1159.70299540835	1274.48690960329	1071.13514043229
ENSMUSG00000038372	215	214	234	242	197	196	174	248	190	153
ENSMUSG00000038374	2250.66402720219	2249.48197457242	1931.64086175366	2384.80982558954	2762.76394233926	2393.37265724224	2618.74465533194	3255.11151158793	2032.4711416061	1986.12905050676
ENSMUSG00000038375	505	551	414	445	476	538	418	512	473	413
ENSMUSG00000038379	1691.10882258621	1665.1094587526	2082.2351683734	2533.23943224725	1874.0803823047	1765.02626119832	1871.05494077798	2120.05125328342	1632.30393577874	1675.14024964005
ENSMUSG00000038383	696.73818671138	733.924697264787	756.305493221279	828.261612981857	806.02654432433	782.144919201254	688.55297077323	852.898834770082	772.530658538457	730.540089007227
ENSMUSG00000038384	874.306834488434	960.153130453959	1055.52090394024	1565.63527069679	1061.07185352153	920.015163382943	833.510526188557	927.286097157512	1137.96853312028	1415.28090861156
ENSMUSG00000038387	206.378557870189	172	309.918031767037	248.862828282316	210.911992548364	198.284618346224	190.703388745881	225.654539304156	359.432833586917	294
ENSMUSG00000038388	2062.02695152532	2668.93938472894	2159.67763363001	2521.41208635026	2410.98320842646	2740.55912894091	2381.49030431923	3364.63739784469	2486.0682447562	2342.67621835962
ENSMUSG00000038390	37.3376944685697	67.436745791494	30.3993747860521	39.8063908311227	69.8888297570587	70.2282851866138	77.0512925385093	69.2512508086463	42.7519940242608	66.346167035027
ENSMUSG00000038393	6449.53620516281	6000.27745304366	4317.75126925221	4733.2912402558	6823.98282476759	5926.6540884282	5928.12228548768	6316.63676194212	3906.63065033426	4184.43079625745
ENSMUSG00000038398	1233.31966405749	1437.79688374698	1513.06529361455	1625.05460730719	1415.48965877376	1570.54058775187	1462.88766384586	1767.99851315376	1426.2562100221	1310.83679839215
ENSMUSG00000038400	237	358	263	267	186	343	137	321	240	183
ENSMUSG00000038402	0	2.47646838428032	0	0	0	1.0153590851704	5.00984306346527	0	0.0999881667933298	0
ENSMUSG00000038403	15	7	12	15	13	5	19	13	16	17
ENSMUSG00000038406	816.379615001026	793.134798718774	1274.57894062776	1471.63678445758	735.086027635898	799.743176443104	776.891506965778	1078.85965827702	1076.16521303421	1280.77519159074
ENSMUSG00000038408	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038412	1378.36522870522	1382.52439723211	680.484694392693	877.39270514024	1693.62465612254	1448.36814247667	1540.69419071403	1753.31832843419	683.282240617396	680.392949229912
ENSMUSG00000038415	1	2	0	2	1	6	5	0	2	3
ENSMUSG00000038416	3177	3072	2809	3302	3398	3266	3324	4043	3035	2813
ENSMUSG00000038417	1837	2835	2024	2152	1988	2811	1786	3386	1766	1703
ENSMUSG00000038418	125	38	2423	2041	75	38	77	44	2032	1370
ENSMUSG00000038421	0	0	1	2	0	1	0	0	0	0
ENSMUSG00000038422	15	20	37	34	32	14	18	15	30	25
ENSMUSG00000038425	754.910627256481	698.852361042376	721.790021350981	774.465145919845	836.234332110629	674.257633842125	787.338701078789	829.458234893562	790.539066535384	687.285241075314
ENSMUSG00000038429	5690	6078	7121	7903	6307	6570	5903	7521	6677	7033
ENSMUSG00000038437	5442.50683802361	6638.81910193784	7055.86072410325	6766.92971054548	5897.03671148347	6096.47358816888	4857.94185866214	5800.9644534804	6495.85875192573	6143.52297249722
ENSMUSG00000038446	1496	1473	1331.45733840991	1653.88163686362	1687	1716	1705	1871	1464.44714278227	1514.4031281432
ENSMUSG00000038451	105	127	91	102	95	89	85	102	110	79
ENSMUSG00000038453	146	239	228	193	197	211	167	210	181	139
ENSMUSG00000038456	1048.62662710918	1124.82289748533	1284.68159125123	1162.67349401863	1134.2682797357	1072.30032759106	1035.48001493102	1271.76284470181	1085	1103.40313374503
ENSMUSG00000038457	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038459	2132.93169776507	2376.86985285172	1533.86296929786	1887	2506.83718985825	2776.93175801039	2500.91735283799	2941.86857777976	1816.87592867985	1785
ENSMUSG00000038462	2855	3217	3397	3538	3415	3445	3278	4210	3414	3501
ENSMUSG00000038463	1	0	2	2	2	1	0	3	0	2
ENSMUSG00000038467	2128	2380	2200	2446	2463	2413	2204	2997	2269	2269
ENSMUSG00000038473	4.00039467039116	0	1.00091391877457	4	5.00410488892988	10.0079732140814	8.01181997609219	1.00075677945422	0	4.00002532037282
ENSMUSG00000038481	482	545	486.667728914053	522.588019809486	560.980830403375	591	525	530	445.835127276351	355.773819713176
ENSMUSG00000038482	5.24460092866352e-05	0	4412.89044518647	5300.24069398818	1.10455240821754	2.34203091905546e-08	0	82.0908189390685	4345.76808097751	4499.54338004545
ENSMUSG00000038485	817	881	1056	1167	996	978	949	946	976	970
ENSMUSG00000038486	54	41	43	51	68	42	44	59	48.8311086034767	32
ENSMUSG00000038489	396.471868367129	455.507189286196	1029.48691720164	1278.3598378369	498.607017853997	424.337363231681	428.751528200468	620.970247229567	1032.53691971206	1232.06110028149
ENSMUSG00000038491	2	0	3.15001349272964	3.06914754644786	1.0191695966248	3	0	0	0	1.03167578528071
ENSMUSG00000038495	1022.67891550155	1091.19187186487	1136.30836954782	1147.31657652018	1128.55636082652	1075.70402310566	1051.71732619118	1292.36333029523	1013.79884007538	994.930630690967
ENSMUSG00000038496	17	18	21	12	7	10	8	8	12	7
ENSMUSG00000038497	300.645046041534	247.090423956944	317.245816921642	321.845513644189	253.027519299097	294.433853858465	283.60613937398	298.49973091271	256.288029732822	325.929339937184
ENSMUSG00000038498	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038500	826.90964361626	811.114671758032	705.142827754889	803.828945267309	766.921153876002	776.690465301996	775.832713864205	876.232281721166	835.715817579167	818.534511438743
ENSMUSG00000038502	849.817564149583	934.775019363903	1480.49452552113	1405.17361551737	984.066514542069	1032.25834339371	1034.68667835391	1432.39095793407	1627.38993142942	1717.00141752751
ENSMUSG00000038503	2316.31352064645	2912.50860765893	2954.71636283992	3114.89385955805	2691.02116791313	3278.46077536733	2708.49071150236	3914.07991014592	2953.58578005016	2794.89179911672
ENSMUSG00000038506	558.690044345223	518.789131291314	547.615697830641	528.989693212749	556.872663619326	564.213068162135	529.544336321552	651.879975449993	644.809607556598	640.005221273934
ENSMUSG00000038507	389	376	203	246	325	346	258	268	128	132
ENSMUSG00000038508	466	289	358	317	436	280	298	291	302	263
ENSMUSG00000038510	1617	1749	1370	1642	1907	1887	1861	2256	1523	1684
ENSMUSG00000038515	71.225237562485	71.6216840004839	30.8199098593778	75.6108133401189	143.2602151592	35.9536165807169	79.5866231612317	54.991891811723	101.197002250015	109.114575674769
ENSMUSG00000038517	286	299	253	265	298	312	283	364	273	288
ENSMUSG00000038518	5691	6466	6585	7790	6181.99382230528	6009.9744799241	5151.98849005394	6299.98784684738	5425	5643
ENSMUSG00000038520	817.708079207436	751.524051428564	1162.309486899	1128.50261532404	733.392536284153	712.565409858799	721.950081536768	827.133979881733	1041.98436807048	901.967315738436
ENSMUSG00000038521	374.826858482492	287.655606229262	468.880659561974	409.35548527858	360.395251751058	278.971868513135	296.471362962598	326.255272522215	378.696717644709	343.058995104277
ENSMUSG00000038522	12.9939964815212	17	14	29.2371852252741	18.2502166746848	23.1403886276181	4.03705084912967	22.1397383767184	9.17379612318998	10
ENSMUSG00000038523	5	7.26514699191874	2	2	7	8	6	7	8.11780754525722	3
ENSMUSG00000038524	155.235875003771	160.078702037366	206.265045008981	231.052117181049	131.449706012518	151.357755442675	150.897194164865	164.194513861206	224.029223907427	204.254876179433
ENSMUSG00000038525	2281	2340	1976	2277	2510	2702	2566	2957	2186	2204
ENSMUSG00000038526	4.06634429546306	8.16996315756052	6.06527269456934	4.03151324355728	1	7.29686085665037	2	7.12713735855837	9.15294725498742	12.2158739130093
ENSMUSG00000038527	97.0733430724601	129.156654902497	161.380924770205	147.511006556331	137.292632703793	142.196415578915	153.179359816002	151.807863561195	149.323126564699	121.445605794243
ENSMUSG00000038528	24.7301523232952	13.7211659391703	9.70007115507247	10.9747517348419	31.1483472208605	13.0283724809945	21.1162193980471	26.9891857281176	11.3609380074919	2.9053818522084
ENSMUSG00000038530	0	8.75630012503886	0	4.49308860170945	4.41185584564541	1	3.10461041959942	5.69006770622146	2.41680341013703	4.31261219684507
ENSMUSG00000038533	2232.85468435908	2228.0564624311	2122.20120751307	2301.69487131045	2372.70712123917	2227.79954432873	2081.6428183315	2327.0515397037	2188.99652676013	2148.07996849368
ENSMUSG00000038534	429.341724649604	508.967023777198	506.413601730382	442.45212485172	422.975872368225	470.650337148318	349.592337185974	437.847544455887	486.04314130099	437.30180958149
