ESC_high_1	ESC_low_1	ESC_high_2	ESC_low_2	ESC_high_3	ESC_low_3	ESC_high_4	ESC_low_4
ENSMUSG00000044006	81	12	51	50	43	98	74	71
ENSMUSG00000044014	0	0	0	1	0	0	0	0
ENSMUSG00000044017	113	14	145	117	80	109	433	442
ENSMUSG00000044018	1861	367	1920	1870	1788	1880	1266	1365
ENSMUSG00000044021	0	0	2	3	0	0	0	0
ENSMUSG00000044022	0	0	0	0	2	0	0	0
ENSMUSG00000044024	42.2364811850511	7.18625556040355	32.6324613632016	37.6099652735409	36.0964386434321	13.0896106082025	59.9893590609739	93.9931491487008
ENSMUSG00000044025	0	0	0	0	0	0	0	0
ENSMUSG00000044026	2267.88664546865	401.660058844925	1782.25183096588	1894.95658414943	2102.0116699254	2102.15430633048	1307.94140737614	1060.95553205626
ENSMUSG00000044029	0	0	0	0	0	0	0	0
ENSMUSG00000044030	389	81	409	398	508	406	382	380
ENSMUSG00000044033	1194.62933216576	246.179527946485	1088.42668431705	1272.26302767031	930.118160351032	897.281746291562	897.023741761006	880.768813307868
ENSMUSG00000044034	12	2	18	18	15	10	21	19
ENSMUSG00000044037	508.836005428421	95.044194259953	499.960479517365	598.758652530919	396.317629646019	690.645796727413	1094.41230562684	1121.90615750023
ENSMUSG00000044039	0	0	0	0	0	0	0	0
ENSMUSG00000044040	0	0	0	0	0	0	0	0
ENSMUSG00000044041	24	1	14	10	24	13	5	12
ENSMUSG00000044042	22.7110619883865	5.19308437791877	11.7908564332357	5.95779351499709	12.8638110994938	19.542824061267	56.3858753227093	19.7865926582643
ENSMUSG00000044043	15.7332113994008	2.01840774080974	20.3705748142201	17.003718546951	9.20683772877633	14.9057517459644	15.3611939938313	6.75906611275532
ENSMUSG00000044052	4	0	5	4	1	3	3	4
ENSMUSG00000044055	2	0	4	2	0	0	5	1
ENSMUSG00000044056	1	1	0	7	0	0	2	9
ENSMUSG00000044058	0	0	0	0	0	0	0	0
ENSMUSG00000044060	79.1526851408271	14.2628824096795	89.8801126683958	95.3831481634251	77.5028133835144	122.873886341516	229.480621193099	206.356547594047
ENSMUSG00000044061	0	0	0	0	0	0	0	0
ENSMUSG00000044062	7	0	1	8	0	0	14	17
ENSMUSG00000044065	5.03356668193073	61.6110379485886	8.31258892838856	13.3987759291233	5.52692184105534	6.44699621696718	0	0
ENSMUSG00000044066	1143	196	1215	1116	1185	1145	1436	1415
ENSMUSG00000044067	0	0	0	2	0	3	0	1
ENSMUSG00000044068	438.60577232758	89.6307202862049	379.448593542653	436.685844081589	382.371384408347	500.415257487352	563.823731802388	568.360026547781
ENSMUSG00000044071	0	0	0	0	0	0	0	0
ENSMUSG00000044072	30.0420735365192	3	30.1064277844399	21.724586643305	29.024620163456	34.6420261433366	50.7809616726194	44
ENSMUSG00000044080	57	12	74	50	128	83	318	315
ENSMUSG00000044081	5.12342898273583	5	3	5.52715710517555	5	5	10.285148880977	2.19470957573359
ENSMUSG00000044083	2	0	3.95902535518858	2.24704980347419	2.82028402243031	4	11	6
ENSMUSG00000044084	0	0	1	0	0	3	9	1
ENSMUSG00000044086	1	0	2	1	1	3	3	0
ENSMUSG00000044092	6	1	10.4071835443	9	9	37.0996020629516	5	3
ENSMUSG00000044098	636.510756903993	122	657.766557904023	668.049080012938	546.879606093201	476.718577571996	721.116866300996	580.71691760974
ENSMUSG00000044103	25.5852606909099	8.89496776122063	34.7081740256693	26.6103327576748	27.6945993476621	45.0976783150984	38.7630195771165	25.219477987344
ENSMUSG00000044117	170.94642217723	35.3447443986093	149.717155180843	145.545733119369	327.69310216098	208.20524493497	201.960287403283	166.467863028193
ENSMUSG00000044120	0	0	0	0	0	0	0	0
ENSMUSG00000044121	0	0	0	0	0	0	0	0
ENSMUSG00000044122	56	12	55	52	50	46	58	91
ENSMUSG00000044125	2.03540683429089	0	10.2821768765679	3.04474553462985	3.13065794971204	3.17808916095027	1	11.4911389110676
ENSMUSG00000044134	192.981743162124	34.999989584356	169.377708326284	230	194.307700787063	259.002861787135	199.300063019186	198.437895943917
ENSMUSG00000044139	18.9929193111992	1.41356791531102	8.21933334972361	15.4788129691486	20.7423472271912	29.1985547568418	33.1549659886522	53.2731895753658
ENSMUSG00000044141	0	0	1.00124288633015	0	0	0	0	0
ENSMUSG00000044145	33	7	63	60	36	65	46	48
ENSMUSG00000044147	2570.74207321422	438.890555686119	2251.74850413838	2190.92191321614	3050.38235181324	3042.2319011911	1660.73703269696	1802.45931502534
ENSMUSG00000044148	1138.12708628065	232.021514254114	1117.75275879357	1196.07423215205	1155.35663849247	1411.06960001672	1176.0485300296	1117.54955830383
ENSMUSG00000044149	1427	303	1303	1491	1056	1271	758	668
ENSMUSG00000044150	3068	627	3046	3372	2285	3029	4069	2923
ENSMUSG00000044155	2197.00910243562	506.59205235839	2172.06077245832	2289.87462805911	2358.50036545721	2477.41468977238	2306.22906254414	2398.77578450333
ENSMUSG00000044156	0	0	0	1	1.08985956613837	0	0	0
ENSMUSG00000044162	6.43586217445973	0	3.21219730458292	1.60518665768295	0	0	0	0
ENSMUSG00000044164	17	6	20	12	18	2	32	22
ENSMUSG00000044165	0	2	1.57984098985357	0	1	0	3.54471318480733	0
ENSMUSG00000044167	542.251510083894	84.4542109450798	619.303561709188	567.23707224117	510.243794416251	529.174225696188	854.28435903947	787.905906824413
ENSMUSG00000044170	0	0	0	0	0	0	0	0
ENSMUSG00000044172	0	0	0	0	0	0	0	0
ENSMUSG00000044176	11.1304484579776	1	14.4815995686929	9.7488715577966	13.6847468940764	9.49531675922071	10.2722309321686	5.11084163851766
ENSMUSG00000044177	3.20276548248728	1.11500394533426	6.29613813939522	3.15300644492293	3.20074360408883	3.07658088351118	15.3511222124603	4.13980882628906
ENSMUSG00000044186	0	0	0	0	0	0	0	0
ENSMUSG00000044197	25	2	23	13	27	20	17	31
ENSMUSG00000044199	46.872440015257	5.00032118671099	42.8564339076601	55.2138403867096	60.8549501021201	97.6008603517003	78.6273149440915	67.0900930122767
ENSMUSG00000044201	545	93	558	461	623	463	492	728
ENSMUSG00000044205	0	0	1.46743672352037	0	0.830151401741524	0	0	0
ENSMUSG00000044206	0	0	0	0	2	0	0	0
ENSMUSG00000044211	506.184529185921	161.244235625067	647.949784174009	579.35567392902	565.288701350161	521.038186910104	549.462846515774	520.624430265653
ENSMUSG00000044213	0	0	0	0	0	0	0	0
ENSMUSG00000044216	27	4	24	44	40	81	53	90
ENSMUSG00000044217	11.3377568285249	1	4.76188758656199	4.19148036649214	0	0	14	16.3560551137125
ENSMUSG00000044220	2	0	1	3	1	4	1	1
ENSMUSG00000044221	6149.43680935253	1045.42132540325	5273.40703346774	5351.88274682314	6101.0747899535	5851.70241105282	3520.2491234126	3412.52018044178
ENSMUSG00000044222	0	0	0	0	0	0	0	0
ENSMUSG00000044224	3757.03794349599	707	3534	3482	3502	3845	3361.01070612342	3528.07931631815
ENSMUSG00000044227	0	0	0	0	0	0	0	0
ENSMUSG00000044229	0	0	0	0	0	0	0	0
ENSMUSG00000044231	46	7	31	42	37	56	53	57
ENSMUSG00000044243	0	0	1	3	0	6	1	0
ENSMUSG00000044244	54	9	54	38	85	49	37	33.7606015010476
ENSMUSG00000044248	0	0	0	0	0	0	0	0
ENSMUSG00000044249	0	0	0	0	0	0	0	0
ENSMUSG00000044250	27.3706417224638	4.38560738056226	48.4023067153133	71.2055238935354	13.9854954041861	35.8515897840441	80.0650793139351	18.4018033194142
ENSMUSG00000044252	1556	231	1529	1454	1374	1487	2481	2058
ENSMUSG00000044254	815	95	554	463	169	38	355	324
ENSMUSG00000044258	17.5137452525382	5.74990246969061	23.3970743844681	25.2373031522487	17.9417467029213	42.0668529900717	45.114813906218	23.2982102814098
ENSMUSG00000044265	0	0	0	0	0	0	0	0
ENSMUSG00000044268	0	0	0	0	0	0	0	0
ENSMUSG00000044276	1	0	2	4.26567483136749	2.03135197220575	0	2.0459498503973	1
ENSMUSG00000044279	332	63	396	325	312	320	1037	1130
ENSMUSG00000044285	179.952446260995	1660.86739831132	449.890995812804	321.803204582166	169.749710318174	295.233359388666	569.097210885647	290.430719768747
ENSMUSG00000044286	1.55662565887621	0	1.57703195055959	0	1.02682896706921	1.0119839287698	0	4.04840470899045
ENSMUSG00000044287	3	3	4.41652541735099	7.71640225988947	9.34805513490261	12.8648479062478	20.8106521878507	34.234539112975
ENSMUSG00000044288	0	1	2	2	1	0	9	3.00667693123239
ENSMUSG00000044292	1	0	0	0	0	0	0	0
ENSMUSG00000044293	0	0	0	0	0	0	0	0
ENSMUSG00000044294	4.44076207734735	0	6	9	9	4	0	0
ENSMUSG00000044296	22.2993379257028	7	29.1375764764075	32.1226231035947	23	12	51	33.1376568578526
ENSMUSG00000044303	849	185	750	875	1044	931	1033	1062
ENSMUSG00000044306	0	0	3.33541659738626	7.69356997727212	0	0	5.36849718435734	7.39343049865607
ENSMUSG00000044308	2171	354	1984	2070	1910	2343	2667	2166
ENSMUSG00000044309	0	0	0	0	0	0	0	0
ENSMUSG00000044312	0	0	5.05360565194945	7.35018687551187	13.2826883780351	0	4.38620119980156	2.21530525323438
ENSMUSG00000044313	101	29	92	79	82	166	92	81
ENSMUSG00000044317	53	7	59	44	96	67	65	63
ENSMUSG00000044320	80	18	67	67	85	142	75	78
ENSMUSG00000044322	0	0	0	0	0	0	0	0
ENSMUSG00000044328	221	36	208	192	295	198	285	272
ENSMUSG00000044330	0	17.7343627448704	0	0	0	0	0	0
ENSMUSG00000044337	183	48	155	134	148	160	174	106
ENSMUSG00000044338	0	0	0	0	0	0	2	0
ENSMUSG00000044339	474.84361208031	72.6986854276877	355.120300261535	361.252573894913	574.808439816815	379.899876495879	651.500658106889	535.836706054255
ENSMUSG00000044340	601	93	526	577.958578505267	474.923107098491	433	684.267042056003	672
ENSMUSG00000044345	203	56	236	261	178	268	317	344
ENSMUSG00000044348	239.076906179226	44	228.089647766665	318.099820673508	247	301	256.165793374405	235.010258654196
ENSMUSG00000044349	469.513390546065	87.6358739295055	509.784884283152	467.572313091789	385.117638221059	531.599612668716	1689.5901989374	1181.05617231273
ENSMUSG00000044350	119.083333046611	22.8325805492819	118.562666331858	111.822721526861	113.54598273109	169.474031986179	127.840397298507	123.08699241751
ENSMUSG00000044352	2	1	12	7	2	9	24	18
ENSMUSG00000044359	5.5359382510626	1.12332510839097	3.05185210760927	5.01820626804716	2.00617211425638	12.0526491983613	18.8958169072913	10.1492334765433
ENSMUSG00000044361	2.13954644561525	3.00172022534857	0	1.01770862927069	0	2	7.51431804938879	12.176120060347
ENSMUSG00000044362	9	3	26	10	9	21	16	20
ENSMUSG00000044364	12	0	10	18	12	17	6	7
ENSMUSG00000044365	3	2	4	14	3	7	5	3
ENSMUSG00000044367	270	50	252	225	200	196	129	138
ENSMUSG00000044375	0	0	0	1	0	0	1	0
ENSMUSG00000044377	0	4.15308429958836	1.93082918786001	0	4.91313946793044	0	0	0
ENSMUSG00000044378	1	0	0	1	0	0	0	0
ENSMUSG00000044387	1	0	11	12	9	14	18	17
ENSMUSG00000044390	83.6885067247943	13.7313483081021	79.0276922164613	93.3751493745844	84.7089884462461	51.9944329227296	83.2201560121349	105.376908130666
ENSMUSG00000044393	4668.5927434992	854.117067392548	4460.66781307098	5085.61845927733	3479.65120196384	4185.94172801798	4389.84249184484	4078.48809708274
ENSMUSG00000044400	0	1	1	0	0	0	0	0
ENSMUSG00000044405	0	0	0	0	1	0	0	1
ENSMUSG00000044408	796.209567445224	149	749.441866638743	791	794.570992213471	676.56069257493	549.888930351354	614.583427544691
ENSMUSG00000044424	15.7618568276317	9.58831080160534	17.2738439145011	10.4135941240813	12.1186431917618	10.1415441046872	53.3561590076007	13.9986843276321
ENSMUSG00000044429	8	0	1.76916340323099	0	1.76045209040596	0	2	0
ENSMUSG00000044430	0	0	0	2	2	0	1	0
ENSMUSG00000044433	2030.50670219017	217.680996781403	1946.08646989448	2183.6777229115	1859.13699594643	2212.19754283245	1493.55289161973	1665.64099545692
ENSMUSG00000044434	0	12.6691455307475	0	0	0	0	0	0
ENSMUSG00000044441	0	0	0	0	0	0	0	0
ENSMUSG00000044442	508.766430356781	103.806268675538	477.146748869653	593.650598205019	634.172824124866	760.543525093273	340.476330773484	410.134334339777
ENSMUSG00000044444	0	0	0	0	0	0	0	0
ENSMUSG00000044447	1124.84759731896	191.468001759263	1229.07768932303	1101.92607793168	1221.38099056864	1509.28577605011	1375.08415134206	1268.24287614623
ENSMUSG00000044452	947.317460915416	123.665040176127	969.39627918202	991.163218185691	1056.05351348037	1194.91241934211	1251.86717631732	1116.15933980584
ENSMUSG00000044453	3.22057470886581	0	8.05292000508671	5.6330772049644	2.20314328859722	0	11.4390926862751	0
ENSMUSG00000044454	0	0	0	0	0	0	0	0
ENSMUSG00000044456	9	8	7	12	25	41	15	5
ENSMUSG00000044457	0	0	0	0	0	0	0	0
ENSMUSG00000044461	138	32	169	154	200	301	166	197
ENSMUSG00000044465	1775.59632784311	257.474245750925	1701.63652528714	1784.41523618707	1909.72451211731	1946.41059167816	1828.84233926789	1922.38892024707
ENSMUSG00000044468	67.8888441744379	15.7709459334907	60.1861123789772	79.9166115210618	115.073498537775	71.2319056373892	51.8877211469572	75.5398099503509
ENSMUSG00000044469	32	6.1853866977053	28	47	40	52	60	40
ENSMUSG00000044471	0	0	1	1	0	4.65551992265863	1	0
ENSMUSG00000044475	693.5308339228	128.268598392196	727.439273049622	664.333817792229	763.875806129823	655.335347235791	1323.83292974776	1204.48183033386
ENSMUSG00000044477	420.64632478148	0.0127621361268541	371.39098579603	416.396553298012	416.125979079942	487.217686397281	474.042923777703	479.531273448518
ENSMUSG00000044485	0	0	0	0	0	0	0	0
ENSMUSG00000044487	0	0	0	0	0	0	0	0
ENSMUSG00000044496	1646	274	1600	1463	1937	2130	1746	1791
ENSMUSG00000044499	0	2	1	3	3	5	6	0
ENSMUSG00000044501	108.63840273519	37.1979744570634	76.2609839322937	133.027440296269	67.1205224325792	58.2431894879689	63.3619374328579	85.590417086307
ENSMUSG00000044502	1565	278	1467	1399.98695332106	1874	1529	1238	1468
ENSMUSG00000044505	0	1	0	0	0	0	0	1.0035116291535
ENSMUSG00000044515	0	0	0	0	0	0	0	0
ENSMUSG00000044518	0	0	0	0	0	0	0	0
ENSMUSG00000044519	79.9048711079827	9.7499072123913	117.418806267724	114.173505709671	56.5649947103369	148.500992827719	154.465012179529	109.384666046238
ENSMUSG00000044522	0	0	0	0	0	0	0	0
ENSMUSG00000044526	0	0	0	0	0	0	0	0
ENSMUSG00000044528	23.0964417056381	9	23.0363173474776	38.1759568865761	28.1321211635153	79.2784577829171	64.1778223562238	35.0703469218084
ENSMUSG00000044533	69490.0120169745	12269.4200382254	66362.9088767266	67867.7747025282	86244.5959763896	74582.5665777428	85828.2471503763	96744.8724213969
ENSMUSG00000044534	0	0	0	0	0	0	0	1
ENSMUSG00000044537	0	0	0	0	0	0	0	0
ENSMUSG00000044538	0	0	0	0	0	1	0	0
ENSMUSG00000044542	0	0	4.50964523360669	0	0	1.12133981710986	1.36227345330909	0
ENSMUSG00000044544	0	1	4.00984431297477	3.00447443877584	0	3	0	0
ENSMUSG00000044548	122	8	91	103	95	105	156	150
ENSMUSG00000044550	1.43141856475358	0.584384778119694	6.00893538256971	4.07558005587995	3.33118046833921	14.501565266108	13.8889220694182	19.536823238731
ENSMUSG00000044551	80	10	66	55	89	91	71	102
ENSMUSG00000044556	0	1	4	0	0	2	0	1
ENSMUSG00000044560	0	0	0	0	0	0	0	0
ENSMUSG00000044562	260.447764812341	33.9688607251638	204.834057599796	193.061921911141	228.318402254119	150.695052457537	178.86587184035	219.676169323122
ENSMUSG00000044566	25.0886095327647	5.05995711231203	21.3933059062264	19.9185179825483	29.1740492546657	37.5185647845924	25.9370926718011	43.4000914761569
ENSMUSG00000044573	2388.79016414697	341.881982023256	2369.94593645954	2158.77613802788	2556.91902171793	2380.54537752345	2575.98008541887	2712.58273630884
ENSMUSG00000044574	0	0	7.32465809654805	4.17707807537913	0	2.10116222822576	3	4.14804028527331
ENSMUSG00000044576	137.344270381852	26	146	120.818088078445	129	173	91.7296573543142	102
ENSMUSG00000044581	0	0	0	0	0	0	0	0
ENSMUSG00000044583	0	0	0	0	1	1	3	0
ENSMUSG00000044594	0	0	0	0	0	0	0	0
ENSMUSG00000044595	179	33	201	134	239	133	305	353
ENSMUSG00000044597	2	0	0	0	0	1	0	0
ENSMUSG00000044600	1569.71479309106	297	1503	1377	1769	1977	1894	1572
ENSMUSG00000044609	66.8444895755891	31.6869693956484	53.3411366040136	60.7296771013955	52.57983044612	67.0653507845018	92.2155689394448	57.6594083388714
ENSMUSG00000044617	576	110	573	624	588	626.271462693019	580	614
ENSMUSG00000044624	0	0	0	0	0	0	0	0
ENSMUSG00000044626	261.741040742033	62.1145445442079	239.48236959924	231.212004000899	224.201560666772	229.107402912098	313.345192030439	348.289801202264
ENSMUSG00000044627	4378.23027100377	900.645825397202	4247.75012814141	4298.79819148627	4907.21451584762	4753.04487226461	4515.23578381516	4680.80515233479
ENSMUSG00000044628	227	46.7832970655231	206	217	230	197	199	296
ENSMUSG00000044629	1	0	0	2	0	0	1	2
ENSMUSG00000044633	0	0	0	0	0	0	0	0
ENSMUSG00000044636	680.120614953343	118.190842229245	662.039873898279	577.693007554819	692.071061054107	668.098276297832	822.134505109289	515.424470877712
ENSMUSG00000044639	0	0	0	0	1	0	0	0
ENSMUSG00000044641	627	94	656	573	607	538	748	630
ENSMUSG00000044645	747.41728828536	141.954089753613	708.794568336953	865.675704322545	724.306226233562	918.35137293651	1199.07968144318	1006.77283214995
ENSMUSG00000044646	27	5	18.0206915290059	26	20	27	84	60.1356273028301
ENSMUSG00000044647	536.559641837833	57.9416287564727	472.5764483309	492.19957783265	423.8244238688	346.832001572998	538.238256956578	407.2417016326
ENSMUSG00000044649	0	0	0	0	0	0	0	0
ENSMUSG00000044664	10.0515548518349	4.00808858527514	11.0674145217142	22.0434787816049	14.2035941357943	39.1951052456575	37.1731607116286	17.108520194939
ENSMUSG00000044667	3.04294813780127	0	0	0	2.0083288489623	1.00112016251929	3.09183450244595	3.06765010815217
ENSMUSG00000044674	7	0	11	10	6	12	12	13
ENSMUSG00000044676	79.0216285433266	3.12874712263582	61.9023404377512	48.3973488935045	13.4029956006263	32.4898569990344	0	22.5031649943927
ENSMUSG00000044678	5	0	7	3	10.9360485484248	29.9413130191884	13.5923219333248	14
ENSMUSG00000044681	1283	275	1400	1430	1172	1651	2246	1986
ENSMUSG00000044689	0	0	0	0	0	0	0	0
ENSMUSG00000044694	14	7	11	12	17	6	27	31
ENSMUSG00000044697	0	0	0	1.12421219546309	0	1.10747457801418	0	0
ENSMUSG00000044700	2638.34681382355	415.200845963456	2432.71688402824	2495.18147460817	3038.1762253287	3151.14424842999	2914.84245927691	2730.73836863642
ENSMUSG00000044701	0	0	0	0	1	0	0	0
ENSMUSG00000044702	1078.50126541413	154.407312261891	1057.74975825365	882.551164315105	994.823160484938	950.868200839943	1476.12095474192	1297.52459264566
ENSMUSG00000044703	6.03931932534037	0.00797718652299475	4.36492889206903	1.16984799631319	12.0955481801917	13.1831358417822	5.01036517975661	7.6016525085789
ENSMUSG00000044705	0	0	0	0	0	0	0	0
ENSMUSG00000044707	162	24	140	150	110	99	149	115
ENSMUSG00000044708	34.4377395940378	6.02730375936889	42.3953478977144	37.5455838993046	23.6947381481645	27.8433326005352	63.5058824934728	67.2687453265828
ENSMUSG00000044709	713.367453511717	126.369146582493	702.937196242885	706	872	757.58525698623	656	685.915459493977
ENSMUSG00000044712	1559.84089575783	319.782932816145	1452.73438234955	1980.20435782617	1525.49142256393	2587.08361175298	1485.81448216051	1244.26923420643
ENSMUSG00000044715	75.3334626866996	17.615815126905	90.2052598827448	92.8007315194231	109.930129765254	102.954686679043	103.662544452717	80.8098260042445
ENSMUSG00000044716	4	0	7	0	5	3	21	44
ENSMUSG00000044719	5	0	7	9	2	4	69	39
ENSMUSG00000044724	0	1	4	2	1	0	7	7
ENSMUSG00000044726	2.2902772038652	0	11.2185196947477	3.21386881523073	2.19552197239675	0	4.34440340891842	2.0828928638415
ENSMUSG00000044730	634.013343390637	114	604.91920554936	612.976983216144	691.872176227196	791.039895304254	525.643609035335	557.021072323508
ENSMUSG00000044734	213.946266215784	26.7086290882413	203.45611898714	236.754077646705	249.258935257296	405.144782503207	423.070108717676	350.209184676715
ENSMUSG00000044737	4.09465936843448	0	14.3093505513491	13.3348553885982	4.07138685947818	19.6652141262926	12.3103356973574	17.4683875651227
ENSMUSG00000044743	0	0	0	0	0	0	0	0
ENSMUSG00000044748	1	0	0	3	1	0	0	0
ENSMUSG00000044749	3	0	0	0	1	2	0	0
ENSMUSG00000044751	0	0	3.52632642020285	1.7105190055462	0	1.65968794781189	5.26797944007136	0
ENSMUSG00000044757	9.24443794624096	4.95117593597684	27.8204063456238	15.6410878442819	15.6885498681646	9.90150480867522	24.9016650361605	16.5828493355239
ENSMUSG00000044763	1064	218	975	964	1013	904.957378186096	889	914
ENSMUSG00000044768	488.925635718696	105.470645914664	487.603291205833	517.811132333855	377.196324559142	377.437717635823	467.736924462225	476.089793247618
ENSMUSG00000044770	9.01340052675257	4	19.3628901117839	24.8447080635036	12.0382350093691	26.5922270541502	21.0888673361203	10.1248120641043
ENSMUSG00000044772	0	0	0	0	0	0	0	0
ENSMUSG00000044783	4629.81061380644	714.792214215431	4456.69659976611	4852.23639819029	5368.75539260378	5577.91455164459	6560.00714188455	6551.79746764983
ENSMUSG00000044786	549.7075018447	60.9765371634134	552.553436585686	621.486256500698	651.892667669497	711.94805929318	567.702707543056	381.608049811339
ENSMUSG00000044787	0	0	1	0	0	0	6	1
ENSMUSG00000044788	292.771549677557	72.2512415591679	282.124821622924	338.385784584478	278.889878967168	288.680330999507	845.898184876799	852.730701250229
ENSMUSG00000044791	4475.69565028441	650.953067706888	4240.15783435829	4022.34917350027	3321.099506073	3121.89595653226	3655.9673044668	2610.49967432675
ENSMUSG00000044792	919.40279362777	149.340700153159	941.573213578697	856.101746577433	934.788606996564	903.967632417303	885.504251743903	832.987004569602
ENSMUSG00000044795	551.639456792744	90.8049400034037	522.709349055879	498.866244273217	554.782672472074	554.235022173083	220.389744885409	211.108304484848
ENSMUSG00000044798	0	0	0.5	0	0	0	0	0
ENSMUSG00000044801	0	0	0	0	0	0	0	0
ENSMUSG00000044807	416.700662074297	90	428.862423523592	463.877376896405	310	282	411	374.862343142147
ENSMUSG00000044811	0	0	0	0	0	5.56338526567159	0	1
ENSMUSG00000044813	242	44	201	178	242	240	393	374
ENSMUSG00000044814	5	1	9	0	0	11	5.14258773006135	2
ENSMUSG00000044816	116.608640639329	24.0274095785916	121.661481143841	180.4493152405	108.600759716065	256.905128129075	75.6808624242168	70.2901554478103
ENSMUSG00000044819	0	0	0	2	0	0	0	0
ENSMUSG00000044820	7.30128163860851	1.06279508557641	10.3716485214781	3.72044509585268	1.32465844766164	2.00723017058454	18.5121105632318	12.0199729534347
ENSMUSG00000044824	0	0	0	0	0	0	0	0
ENSMUSG00000044827	0	0	0	1.40358533251714	1	0	0	0
ENSMUSG00000044835	145	20	150	161	178	113	121	104
ENSMUSG00000044847	365.197058963074	80.2136759638435	403.314736640147	424.892521419355	309.433535892697	385.374382337432	562.516538098971	497.108715007565
ENSMUSG00000044854	5	0	1	5	13	1	15	14
ENSMUSG00000044857	744	154	595	753	672	799	868	980
ENSMUSG00000044860	2	0	0	7	0	1	6	3
ENSMUSG00000044863	0	0	0	0	0	0	0	0
ENSMUSG00000044864	653	91	624	689	589	608	812	804
ENSMUSG00000044867	2	0	2	0	0	5	0	1
ENSMUSG00000044876	511.679807473665	88.6152026355282	441.013500190438	514.964210208851	567.350549267523	533.827652148799	954.096230346248	941.806677219528
ENSMUSG00000044881	214.776989772546	30.0097323748621	235.714943609531	210.661655731285	192.132185342497	262.909961718622	291.880542202394	316.451081187536
ENSMUSG00000044894	2170	352	2130	2088	3082	2669	2486	2673
ENSMUSG00000044897	0	0	0	0	0	0	0	0
ENSMUSG00000044899	0	0	0	0	0	0	0	0
ENSMUSG00000044903	0	0	0	0	0	0	0	0
ENSMUSG00000044906	267.900712394031	20.8450130098482	300.094801626128	296.675434257858	245.031947106061	236.961073950496	227.87790687807	288.154126846395
ENSMUSG00000044912	1	0	0	0	4	5	0	0
ENSMUSG00000044916	22	3	8	13	20.1922885081307	12	12.0423789913271	20.0751605946023
ENSMUSG00000044921	3.9342696656051	0.68266957201922	8.64645021231422	4	5.64569371019108	0.0839140969092404	0.647686730360934	0.643552919320595
ENSMUSG00000044923	0	0	0	0	0	0	0	0
ENSMUSG00000044927	607	121.715469689223	513.187320633961	520.249992015573	493.404237691374	487.828393102096	528.445069834847	803.403980699437
ENSMUSG00000044933	4	1.07256302863818	9	6	3	14	5	2
ENSMUSG00000044934	1159.91279037352	194	1066.18757413113	1154.33046728346	866.812925200558	943.85992592828	1264.16037179626	1070.27142842842
ENSMUSG00000044937	23.4114935364323	5.18526493795335	19.6614563497302	21.5048687200336	22.6181577913614	29.4701877666323	21.2422603090747	24.4038889555831
ENSMUSG00000044938	5.00178948741347	2	4.00090042343464	2.00416606677555	4.00163961950206	6.0159613217493	4.01471294373995	4.00487427384523
ENSMUSG00000044948	157	35	157	128	138	169	188	158
ENSMUSG00000044949	343	49	369	274	244	285	266	250
ENSMUSG00000044950	1198	272	1369	1239	991	1188	1405	1264
ENSMUSG00000044951	11.1258559926767	0	8.10224274114578	16.5220900054742	4.24025120749178	5.3245121723069	14.1516953302829	12.6456317486095
ENSMUSG00000044952	61	8	75	68	56	45	54	70
ENSMUSG00000044957	5.49517671020172	1.0060343383312	1.25880485852214	6.81379869772839	8.73636884898379	4.03622621683798	6.88353506448979	4.28696795601544
ENSMUSG00000044966	32	12	57	71	43	66	56	70
ENSMUSG00000044968	669.591313278635	99	624.682025219918	591.006688823509	590.909957663319	413.889305618834	947.644755692296	873.460276787787
ENSMUSG00000044976	1.04346390271914	0	2.22274411231667	0	0	0	0	0.000204281098592304
ENSMUSG00000044982	91	19	107	134	100	107	110	148
ENSMUSG00000044985	0	0	0	0	0	0	0	0
ENSMUSG00000044986	1063.36843773958	215	894.243931275905	942.723010009552	1217.7184009344	1035.05117738695	890.157597272417	883.559922139954
ENSMUSG00000044988	0	0	0	0	0	5	0	0
ENSMUSG00000044991	182.015243800089	37.0594011911236	157.116850175741	179.095645716706	209.366942631659	155.04199056445	194.144029148706	174.077177499287
ENSMUSG00000044994	0	0	0	0	0	0	0	0
ENSMUSG00000044997	0	1.01053599772424	0	0	1.39904046391116	0	0	0
ENSMUSG00000045004	15	4	9	8	5	2	29	32
ENSMUSG00000045005	2819.69680954637	455.237553864847	2522.19913007348	2652.80962393887	4011.26734422474	3275.7801409113	2514.61212061985	2863.32263342093
ENSMUSG00000045007	188.333973786397	42.0625579856458	150.415020775033	127.784665654832	158.899232960455	129.155066544937	315.292842196056	336.977031885383
ENSMUSG00000045008	0	0	2.05828507886615	1	0	3	1	6.76156721769975
ENSMUSG00000045009	27.6871044642796	0	17.1972112956839	0	17.2568086439338	34.3824224655838	27.8007377444409	0
ENSMUSG00000045010	206.699030265978	29.8686493842362	168.754289663584	190.905850368615	404.613577902088	1051.02530287357	576.620827990577	341.423337413292
ENSMUSG00000045013	0	0	0	0	0	0	0	0
ENSMUSG00000045019	6.18467135764319	0	4.97161685713707	3.87982441835455	9.61818340508624	20.4501803631615	5.69296687900968	13.4497843928569
ENSMUSG00000045022	0	0	0	0	0	0	0	0
ENSMUSG00000045027	1.23620479946384	0	0	0	0	1.6305670035032	5.70383144951555	0
ENSMUSG00000045030	0	0	0	0	0	0	0	0
