"ESC_slow1","ESC_slow2","ESC_slow3","ESC_slow4","ESC_fast1","ESC_fast2","ESC_fast3","ESC_fast4"
"ENSMUSG00000001786",653.689772070449,709.879108737587,649.506605881466,817.32286572916,685.311178745555,772.112429807879,762.033485116696,774.122982384957
"ENSMUSG00000004356",5617,6077,6007.22512175954,8192.81065618109,7254,7662,6149.74929999008,6557.57186850156
"ENSMUSG00000004359",84.7167776196144,173.648522355744,147.222337968213,132.043620071999,66.454931017814,174.202408627757,109.731205322446,64.2345519248818
"ENSMUSG00000008398",185,133,133.869350514758,161.538441638981,142,140,87.8037794019933,68.8696957207421
"ENSMUSG00000020017",22.6424163593851,40.325904133701,28.0891671970552,39.0382609474889,10.1269718594342,53.4082098998822,21.3850018011899,16.2627974333943
"ENSMUSG00000015889",1738,1815,1859.32327542497,2006.15554238184,1790,1945,1896.28098415159,1791.0416153805
"ENSMUSG00000015890",1,1,4,3,0,4,0,3
"ENSMUSG00000019935",4.72761338749379,5.84870347346138,3.80211090693766,2.25989405050845,6.08996902793439,9.41683762413545,0,2.64330031087342
"ENSMUSG00000019948",526,453,419.478819701777,488.245380190242,554,597,415.907612678481,407.452552654281
"ENSMUSG00000019951",1054,1039,754.774493297024,972.955831213896,1111,1131,799.001896922079,784.921425687107
"ENSMUSG00000019961",6905.93887595833,6700.39553430879,4016.62949442845,4855.99553484615,8098.29431964331,9002.47715944879,4793.19894796121,4738.72028967363
"ENSMUSG00000019975",446.595824942918,387.692971219969,343.656830185841,347.913193686698,379.319930132232,471.32784596688,347.241474847089,245.892776674088
"ENSMUSG00000019979",1927.04829229577,1840.79256643551,1298.07033048323,1721.40219679423,1753.89160813169,1799.34993433564,1313,1291.5292613532
"ENSMUSG00000019988",769.971622369056,707,675.640431631326,574.502375733243,936.953042431644,925.952892703527,600.837557314457,548.231807787642
"ENSMUSG00000020014",17.255566408281,35.6402029502635,7.96530869046421,21.0465500812151,16.2341472110482,22.8828045234291,8.52110701000972,14.6144986642547
"ENSMUSG00000020018",1797.45116290979,2002.20605016948,2205.865194861,2428.01522287845,1954.86159330959,2541.1402986652,2176.48499070281,2246.52918676638
"ENSMUSG00000020019",3.26645593038264,6.04757840439976,2.35912408309331,4.05446193932122,3.11367207710613,6.76343717519211,1,0
"ENSMUSG00000020021",268,343,299,324,273,294,279,275
"ENSMUSG00000020022",1413.3796799993,1220.41115614451,1373.42329454527,1642.20933267009,1274.78383607577,1384.79295313606,1235.140683279,1218.30623256278
"ENSMUSG00000020024",1192,1183,758.033583933115,837.997138038436,1214,1352,822.636416480201,803.898431842502
"ENSMUSG00000020027",3338.27117323622,3239.41539700022,2612.6018553499,3272.76280937411,3228.01966230707,3652.50123032417,2777.63773543563,3300.7832419588
"ENSMUSG00000020029",2010,2626,1781,2060,2751,3686,2060,2125
"ENSMUSG00000020032",116.468046642428,76.0508018935637,116.552513093442,103.073083663746,113.046050878375,97.0605016829876,89.4133719628949,81.5095108432849
"ENSMUSG00000020033",0,0,0,0,0,0,0,1
"ENSMUSG00000020034",59.4663330488872,74.3177023221788,84.2687759344354,86.4127586244393,71.3464135066027,67.2188403497635,76.3765409027976,77.2553705617803
"ENSMUSG00000020037",18,21,18,31,13,8,17,13
"ENSMUSG00000020038",1264,1055,1191,1275,1435,1260,1164.95077420889,1225
"ENSMUSG00000020042",441.790162621193,390.060412348346,476.567986748725,554.999999999999,477.909992369355,460.016375834085,330,350
"ENSMUSG00000020044",121.175590263946,83.0676216947437,55.3259837710815,102.47636349975,141.4367322102,107.261361365849,64.7364610267489,119.716545509888
"ENSMUSG00000020048",21630.645729606,22510.4270218695,22637.4376932909,26601.3102958086,28133.2461445995,31035.9175928195,27031.3052224498,25474.2845410827
"ENSMUSG00000020051",1,0,0,0,0,0,0,0
"ENSMUSG00000020052",1,2,0,0,0,1,0,0
"ENSMUSG00000020056",616.844998955634,575.031466087671,639.73361447045,684.275971477267,525.521318278082,746.428275736752,636.573335037126,566.464872446365
"ENSMUSG00000020057",11,25,9,5,5,34,3,2
"ENSMUSG00000035311",1313.95896581275,1272,1356.98838686342,1594.98913213026,1199.88891556899,1363.62745789014,1337.98450059854,1368.99612137842
"ENSMUSG00000020059",58.9974444747249,49.0096121755966,52.1250641024487,59.216886772594,48.6463602254248,49.7354578952058,41.3954341887773,54.3492168530756
"ENSMUSG00000060002",364.622603966376,483.528323126157,265.182770414495,309.169531546002,411.716331456275,609.294147473942,290.2733407617,268.574187320104
"ENSMUSG00000020062",2,1.02428378256277,1.00886001080316,0,2.03114540810062,6.02912850636791,3,3
"ENSMUSG00000020246",207.508188531548,219.110013687233,164.09839810645,168.793372254876,237.572598377784,256.260987633957,176.262670820609,131.82152351966
"ENSMUSG00000020250",8279,7799,5170.68593836875,6732.65726549133,9542,9816,5812.25307580267,6381.90390388923
"ENSMUSG00000020251",2,6.02799662521795,3.01238508444672,5,5.02282210380368,9.05616799523671,10.0102846640484,4.04172961774126
"ENSMUSG00000020255",51059.2695998048,50225.212060173,12912.3500634662,16363.3280808451,68442.0691160391,60574.8902554686,20549.142234962,20569.356486284
"ENSMUSG00000020256",112.780438252849,69.2608819670824,119.873484656832,138.626981128238,94.6588671288822,94.8382577640736,114.904160422949,131.263455845335
"ENSMUSG00000020263",530.630633616803,483.871505888306,636.343258578647,595.620441710709,378.570544120306,390.413907032208,515.030282444519,466.852162405095
"ENSMUSG00000035459",5.14130883616536,2.02509106406374,10.8790894008318,8.01448114703804,3.41908100175285,16.8036362163417,0,1.90675890951817
"ENSMUSG00000035529",1653,1765,1014.29185738307,1389.42796194443,1912,2252,1094.07756607814,1280.00805582672
"ENSMUSG00000034560",2721.05392372518,2861.44794475364,2389.56681732613,2947.96816033808,3007.96520779592,3511.40720553919,2728.5441529567,2737.4166017952
"ENSMUSG00000035620",811,711,283.799491555536,437.765872051502,807,769,412.582928171474,449.601272604045
"ENSMUSG00000034591",8.0737184456959,16.8574465259262,11.0981724512827,10.0020568855199,11.5817646616073,23.6851738646388,14.2538250279525,4.04028425610805
"ENSMUSG00000034612",31,26,60,58,32,20,34,35
"ENSMUSG00000036099",494.708195600625,424.928143245158,386.736548212316,407.198448492963,469.650797991144,485.487934972534,457.946470966586,361.012759645932
"ENSMUSG00000036112",6436.04611609069,6716.24735784822,5187.02820433353,6293.33243169098,7612.79281728713,9149.58467112451,5891.27555554531,5924.71381206973
"ENSMUSG00000035365",683.994004265911,668.276329728119,849.83345672816,1061.39698082222,792.45654830161,981.446696448567,609.673224773794,618.47797270074
"ENSMUSG00000035383",11.0059957340891,18.7236702718812,11.1665432718407,23.6030191777807,11.5434516983905,22.5533035514333,6.32677522620679,16.5220272992595
"ENSMUSG00000049038",276,249,166.161022138297,183.015628622182,205,293,196.167814149218,188.290531724456
"ENSMUSG00000035351",1516,1532,1566.62995240964,2046.29242179268,1808,2168,1490.99160855758,1713.7282966943
"ENSMUSG00000045867",324.165909908838,256.105343225672,131.933054320076,154.659303022743,341.161161618469,313.256517008189,182.348050035049,193.414754499561
"ENSMUSG00000046841",1693,1726,1400,1531,1899,2293,1482,1529
"ENSMUSG00000047638",0,0,0,0,0,0,1,0
"ENSMUSG00000050035",60,61,7.81302410140392,10.100252863698,55,59,14.0064673102909,2.08158968871595
"ENSMUSG00000044937",39,34,22.6900092470772,27.6329830810423,36,28,28.5389279757485,11.9530314671568
"ENSMUSG00000050108",8.5203495062542,7.67537417069069,1.10767716283204,3.04514136315172,8.06173541157428,12.9949311620601,6.00050527098606,3.08620202711185
"ENSMUSG00000020053",0,1.018473299725,1,1,2.04806749226425,8.34296860597574,0,0
"ENSMUSG00000020023",18,28,25,21,21,40,19,18
"ENSMUSG00000053420",0,0,0,0,0,0,0,0
"ENSMUSG00000020015",1147.60892431302,1223.5799361048,795.356923688536,1056.40766625319,1159.58855595507,1205.62563392464,819.376666431803,787.744457665534
"ENSMUSG00000056366",4.24136585053548,4.52977885264229,6.39658846842731,3.34745240898468,2.02685400521912,0,1.68340735877032,4.52752949940793
"ENSMUSG00000062981",2912.7772767759,3066,0,5.59855299806969,2933,3460,22.2847136128195,61.6589554070019
"ENSMUSG00000061904",13909.2060903433,15286.7249820611,12777.0810972132,14555.8742259923,13914.3025192374,18046.8489486062,13335.8241707374,13727.313185169
"ENSMUSG00000056821",1,4,1,1,0,1,6,1
"ENSMUSG00000034453",1955.96528614865,1953.91330692734,2184.41608638875,2503.13109799328,1887.84755059757,2242,1880.14994159565,1959.71607506178
"ENSMUSG00000063320",293.252741016243,265.104939158251,304.230355377995,288.20357266763,339.637542553524,359.642872278364,271.575923524449,255.377755230149
"ENSMUSG00000050490",4.81167757063553,3.13078287340903,1.5325328131753,0,0,9.32188848051172,0,0
"ENSMUSG00000060904",2518,2474,1805,2253.00000000001,2761,3055,2270,2128
"ENSMUSG00000065005",0,0,0,0,0,0,0,0
"ENSMUSG00000065296",0,0,0,0,0,0,0,0
"ENSMUSG00000065524",0,0,0,0,0,0,0,0
"ENSMUSG00000065607",0,0,0,0,0,0,0,0
"ENSMUSG00000005897",199,201,179,161.011330661025,187.023703513002,205.040913432812,138,132
"ENSMUSG00000036168",59.8754755922325,72.1960624238495,55.457642504157,42.6599660589274,36.6116302380231,56.9399099314878,52.4190598690519,27.3312802615853
"ENSMUSG00000069539",1193.55888972962,1287.38629851939,981.433789630017,1131.98121859493,1324.08253926915,1514.53591683517,1139.39912043556,1058.98853340608
"ENSMUSG00000069540",10.1488280087897,23.2434162819954,8.08256711835986,8.19539038352647,17.784403775762,12.1182713897188,9.16297076240255,3.06273866890949
"ENSMUSG00000034674",1748.56005706361,1937.51273621463,1698.07686194955,1890.53620585403,1904.13948356035,2404.46552319808,1970.10207291022,1969.85859583524
"ENSMUSG00000020020",234.469752293317,138.440002024877,83.0055421357653,102.904178769512,244.344448543605,159.081825672478,66.8128449965164,78.7901305507054
"ENSMUSG00000060935",991.203571874579,1082.42057739799,483.034132288091,644.15236382248,1250.92813717069,1213.33195541952,632.725572020049,684.918282144908
"ENSMUSG00000071151",0,0,0,0,0,1.51623126568987,0,0
"ENSMUSG00000074781",3660.80693678339,3968.8761356825,483.831636570318,601.629428175785,4030.28225008045,4935.08119851306,625.239108141155,606.346249189373
"ENSMUSG00000074785",28,44,14,23,26,40,15,23
"ENSMUSG00000058589",20,24,18,27,20,28,6.99999999999999,12
"ENSMUSG00000074802",734.544085512324,660.633842862197,994.151725189444,1188.11613969088,777.776399296833,689.870049449886,841.606538463788,815.129225106994
"ENSMUSG00000054027",447.042290291113,687.774744618089,529.200943587122,538.161863055668,487.370870493641,764.892444831723,574.951298457823,470.274048846171
"ENSMUSG00000076238",0,0,0,0,0,0,0,0
"ENSMUSG00000077167",35,39,21,24,29,45,25,20
"ENSMUSG00000077265",7,8,3,0,7,12,0,0
"ENSMUSG00000020061",2,4,5,5,1,6,4,0
"ENSMUSG00000059602",10.7975862856067,9,11,16,18.0193808149067,20.7044963653575,8.19493440659131,11
"ENSMUSG00000020248",2211,2129,1683,2022,2642.3044969771,2696,1997,1985
"ENSMUSG00000086891",3.36309848289991,3.29675012423296,2.07134071284115,2.08968966963205,5.45976223091212,0,3.51288241526867,2.13651196940423
"ENSMUSG00000087256",0,0,0,0,0,6,0,0
"ENSMUSG00000058934",2,0,0,1,0,5.72748090952463,0,2.44679845382485
"ENSMUSG00000087429",2.02193798536072,1,1,0,2.11108443101773,6.3628578020759,3,0
"ENSMUSG00000086269",0,0,0,0,0,0,0,0
"ENSMUSG00000085723",11,2,4,0,0,0,4,0
"ENSMUSG00000087651",380,300,248.147832158996,281.123240204032,319,302,208.628310864225,209.342165470249
"ENSMUSG00000084899",77.4501636790636,67.5501125833818,28.6939540692075,36.6985350687172,66.326518428643,77.974148150721,28.1137301310946,36.192378959581
"ENSMUSG00000085409",0,0,0,0,0,0,0,0
"ENSMUSG00000085111",21.5419128959604,12.2034036483077,5.66027829063217,10.9403904256525,10.8836883495225,13.3442314513711,13.0130810542332,15.2347118375425
"ENSMUSG00000087798",0,0,0,0,0,0,0,0
"ENSMUSG00000087895",0,1,0,0,1,1,0,2
"ENSMUSG00000087966",0,1,0,0,0,2,0,0
"ENSMUSG00000088221",0,0,0,0,0,0,0,0
"ENSMUSG00000088270",0,0,0,0,0,0,0,0
"ENSMUSG00000088407",0,0,0,0,0,0,0,0
"ENSMUSG00000088412",0,0,0,0,0,0,0,0
"ENSMUSG00000088608",0,0,0,0,1,0,0,0
"ENSMUSG00000088843",2,0,1,0,1,0,3,0
"ENSMUSG00000089096",0,0,0,0,0,0,0,0
"ENSMUSG00000089146",0.288581993566084,5.87460661474544,0,0,1.31831440997364,1.62084658595344,2.92831500498535,0
"ENSMUSG00000089214",0,0,0,0,0,1,0,0
"ENSMUSG00000089451",0,0,0,0,0,0,0,0
"ENSMUSG00000089618",0,0,0,0,0,0,0,0
"ENSMUSG00000089959",1,0,1,0,0,2,0,1
"ENSMUSG00000090159",0,1.04522155469598,1.31976017472133,0,1.14232661924693,0,0,0
"ENSMUSG00000089775",10.3273667216101,11,12.3988734591432,4.63917715136251,1,6,6,3
"ENSMUSG00000089666",0,0,0,0,0,0,1.00008623926172,0
"ENSMUSG00000090200",0,0,0,0,0,0,0,1
"ENSMUSG00000089881",0.672633278389887,0,2.60112654085676,2.36082284863749,0,1,0,0
"ENSMUSG00000089656",0,0,0,0,0,0,0,0
"ENSMUSG00000090816",0,0,0,0,0,0,0,0
"ENSMUSG00000047129",0,0,0,0,0,0,0,0
"ENSMUSG00000090610",2.83197322874767,2.82900085429983,4.79104858023552,1.2929127352972,9.86570981555473,2.85136373375933,6.52027997023895,0
"ENSMUSG00000090308",0,0,0,0,0,1,0,0
"ENSMUSG00000092686",0,0,0,0,0,0,0,0
"ENSMUSG00000092867",0,0,2,0,2,0,0,1
"ENSMUSG00000093227",0,0,0,0,0,0,0,0
"ENSMUSG00000094683",0,16.812696579777,0,0,0,7.44436225077726,0,0
"ENSMUSG00000094186",0,0,0,0,0,0,0,0
"ENSMUSG00000096598",0,0,0,0,0,0,0,0
"ENSMUSG00000096692",0,0,0,0,0,0,0,0
"ENSMUSG00000093967",3.0877384227085,0,0,0,0,1.18833217006701,0,0
"ENSMUSG00000097689",4,0,1,2.073442132714,1.05597688669169,1.02591738305576,4,1
"ENSMUSG00000035189",11.1396706887154,9.05160383294463,10.3692497617455,5.17471521236856,5,13.1093022294187,11.0298834696686,7.30583457561109
"ENSMUSG00000097664",37.061124041681,42.6144858931645,5.08990772190034,14.3806193333973,46.7155300772522,26.5228405512003,8.52623292811666,12.1840287776294
"ENSMUSG00000096945",6.06373708644666,12.0572133989419,6.03831135397597,13.0432094166285,7.05318714408654,10.0531287886411,5.03516165250904,2.00513180498253
"ENSMUSG00000097309",31.0347138513528,39.0866930726553,11.9503825676091,23.956344989391,45.1524494024281,61,20.3015014151227,24.4855622210487
"ENSMUSG00000097076",321,301,250,274,239,266,144,155
"ENSMUSG00000097201",0,1.02268576110589,0,0,1,1,0,2
"ENSMUSG00000097412",79.3802530085088,85.4380656921731,35.9778912219611,26.6178490953372,85.5268403126625,122.422046110662,57.7669993217549,31.3446322869277
"ENSMUSG00000097383",35.0717866467951,52.0099353886293,21.0545085598517,19.0401564434351,16.0263776391391,28.0397591322265,22,15.1482945736052
"ENSMUSG00000097692",13.3102279295514,18.1208912624132,24.4933941185336,24.6771342708401,20.6888212544449,14.8875701921208,24.9665148833041,32.8770176150436
"ENSMUSG00000097766",8,3,4,4,5,6,6,6
"ENSMUSG00000097407",0,3.01829944929268,8.00577346849026,14.0114138716195,3.01773374506572,5.03316504543768,16.0294429014145,24.0299188461184
"ENSMUSG00000097164",5,4,5,6,6,9,11,2
"ENSMUSG00000112117",0,0,0,0,0,0,0,0
"ENSMUSG00000098040",2,5,3,3,4,3,2,1
"ENSMUSG00000098394",0,0,0,0,0,0,0,0
"ENSMUSG00000098679",0,0,0,0,0,0,0,0
"ENSMUSG00000098544",0,0,0,0,0,0,0,0
"ENSMUSG00000098662",0,0,0,0,0,0,0,0
"ENSMUSG00000099307",0,0,0,0,0,0,0,0
"ENSMUSG00000098891",0,0,0,0,0,0,0,0
"ENSMUSG00000099136",0,0,0,0,0,0,0,0
"ENSMUSG00000098526",0,0,0,0,0,0,0,0
"ENSMUSG00000098852",15.8823463405658,18.5862910498148,0,0.708546155326363,9.99654717889819,9,0,0
"ENSMUSG00000098979",0,0,0,0,0,0,0,0
"ENSMUSG00000098664",0,0,0,0,0,0,0,0
"ENSMUSG00000100550",34.5374061145876,39.6765877179189,34.4974695826931,41.2145514882712,29.6188705404954,63.7220424080414,35.3475997486913,15.3647796790542
"ENSMUSG00000103862",0,0,0,0,0,0,0,0
"ENSMUSG00000104317",0,0,0,0,0,0,0,0
"ENSMUSG00000109864",27,19,21,47,25,15,28,22
"ENSMUSG00000000435",0,0,0,0,0,0,0,0
"ENSMUSG00000028630",147.400004714293,151.411320550213,313.267144703534,342.374800428376,165.897130528074,180.189555648192,314.488508258851,382.517978321606
"ENSMUSG00000006764",8,19,12,20,2,11,2,5
"ENSMUSG00000019888",15.4994275055506,48.1643417814384,11.1053685052961,17.0789986236781,13.0236653089538,43.7508161060998,8.27399846694564,2.67078389040551
"ENSMUSG00000019890",0,1,0,0,0,1,0,0
"ENSMUSG00000019892",6,6,4,9,8,5,3,4
"ENSMUSG00000019897",1234.29294356163,1336.32139290566,1140.34530452635,1284.16136949552,1323.03514562174,1671.82646716668,1336.55039082976,1197.52878675391
"ENSMUSG00000019906",1.0003686238439,0,1.00005615598629,0,0,1.0257574618148,0,0
"ENSMUSG00000019936",0,0,0,1,1,1,0,0
"ENSMUSG00000019943",2775.67650590546,3286,2559.31724773708,2771.36563637498,3683,4114.28922489336,2653.71705161038,2216.83062180645
"ENSMUSG00000019952",290,270,278.282368354196,316.349545392231,311,326,260.787239168309,284.36331835153
"ENSMUSG00000019960",292,165,244.632992955074,354.14228457045,227,212,235.510729258657,387.977982112907
"ENSMUSG00000019966",411.000000000001,247,200.57156427617,323.958261910633,392,290,192.782234704977,200
"ENSMUSG00000020114",5227,6087,5715,6657,6921,8172,6108,5908
"ENSMUSG00000020115",1345,1323,1140.73162555533,1226.97641208432,1337,1458,1165.51234139019,1080.93706807549
"ENSMUSG00000020121",73,101,106,102,40,76,98,79
"ENSMUSG00000020123",0,0,0,0,1,0,0,0
"ENSMUSG00000020124",2870,2894,305.931591601172,420.559961698668,3217,3343,309.070570796309,274.090198143293
"ENSMUSG00000020130",2209,2042,796.878858428972,972.917915745349,2371,2495,836.842289896158,894.529723555521
"ENSMUSG00000020132",790,822,759.882466106876,865.383134812854,865,861,766.642655810848,782.809075673973
"ENSMUSG00000020137",68.2760777947629,33.1985742400595,4.78946390047021,0,75.8510377606057,53.646502203378,9.14762986819896,23.6034389806815
"ENSMUSG00000020140",7.27682159358376,7.36411114902582,6.19044382603192,6.98212493158048,5.22971587000975,17.996815162596,3.0487430337693,6.23472371596324
"ENSMUSG00000020166",2484,2507,2218.13602527225,2700.24176388126,2558.99999999999,2778,2274.09373423683,2278.55565409977
"ENSMUSG00000064181",669,697,78.2316082549883,157.859875572926,674.029980281712,878,105.842949484267,126.984140513234
"ENSMUSG00000020169",2,2,3,4,0,1,0,1
"ENSMUSG00000020170",1061,1065,1102.42560000949,1263.39852490623,1145,1149,1160.55798021044,1077.63368054206
"ENSMUSG00000020171",1977,1921,1709.14251467402,2198.89244083849,1993,2303,1809.28868062108,1997.65706332772
"ENSMUSG00000020177",1,0,0,1,0,1,1,2
"ENSMUSG00000020183",24.2120561268579,19.5375860864174,24.0522512564535,26.8415437147143,22.0051632325204,22.5102846928182,39.5766702537455,32.1926231697333
"ENSMUSG00000020186",975,1073,105.269656767001,138.320718991986,851,1100,93.9455047743382,87.1821149889791
"ENSMUSG00000020184",5132.36120367342,4885.57805787172,3546.52320837374,4222.28623709922,4376.78750461242,4294.39263757793,3054.91572211685,3102.34241607178
"ENSMUSG00000020214",0,0,0,1,0,0,0,4
"ENSMUSG00000020212",596,484,575.527562404038,597.293616327323,660.999999999999,641.000000000001,579.337069009927,586.801304071925
"ENSMUSG00000020218",7,8,11,7,6,8,6,7
"ENSMUSG00000020224",1728.09459857073,1903.2197544216,1040.28172306413,1205.48230070524,1828.99435225146,2417.06112109855,1095.12292926719,1056.91155794348
"ENSMUSG00000020225",635.052195010633,702,681,761.962365254007,674.021473955771,797.928569051159,601,629.936221421605
"ENSMUSG00000020227",767.947804989367,494,511,779,749.978526044229,543.999999999999,523,625.999999999999
"ENSMUSG00000020228",2395.94923567269,2060.82608917853,2176.82677604472,2634.36343826467,2763.85746883418,2573.18678195277,2575.509156111,2720.08127301109
"ENSMUSG00000025795",454,452,602,744,593,685,548,663.191360578432
"ENSMUSG00000053825",2,0,1,0,1,5,0,1
"ENSMUSG00000020181",3,3,1,0,4,7,4,1
"ENSMUSG00000031294",3.10544929157144,3,0,3,1.07790587367462,7,0,0
"ENSMUSG00000034127",5,1,3,9,2,7,3,0
"ENSMUSG00000034163",1650,1797,1131,1289,1902,2049,1558,1368
"ENSMUSG00000034602",1531,1450,1444.70613708686,1760.28534722113,1717,1645,1447.77020211264,1473.02130221131
"ENSMUSG00000036446",1,0,1,1,0,2,0,0
"ENSMUSG00000036478",1352,1046.09494251815,827.625347351922,980.803979887935,1145.26992519562,1013.63777208729,830.208767374006,796.044062744687
"ENSMUSG00000034620",1016.03947838216,839.022792675033,820.020484503994,1042.02051989383,1211.05970672186,1125.02615312898,850,829.024422217324
"ENSMUSG00000034667",5503.42911194393,5285.87106256447,0,0,7034.76311454053,7466.74188742979,54.2353826600772,0
"ENSMUSG00000034707",927,957,907.975439408069,912.071689811545,806,970,789.219394056572,808.054751740205
"ENSMUSG00000035759",177,164,80.3737282767853,100.344357816125,176,226,112,110
"ENSMUSG00000036602",3,7,0,2.86683931491773,7,7,6,2.41935993690852
"ENSMUSG00000056912",0,0,0,0,0,0,0,0
"ENSMUSG00000034764",3.05782446365763,5.05217203574113,7.28960431188849,9.12161367156115,6.01020093203891,4.08741844727764,1.02354023766213,7
"ENSMUSG00000035798",538,420,239.557751323581,236.772058112428,578,509,219.878473527383,273.391099818327
"ENSMUSG00000034813",67,64,78.9999999999999,105.745211407558,54,64.0515012770925,48,37.8744348577753
"ENSMUSG00000035923",0,0,0,0,0,0,1,0
"ENSMUSG00000035948",21.2771319169431,28.2098555027677,34.6297667179496,31.5889440411548,21.6749190390793,30.3976933112709,32.3076651343632,28.0612148877413
"ENSMUSG00000036009",197.707056438367,216.678607094338,195.654695473648,292.838630504478,195.964854378262,239.173532833321,216.449609170238,263.502932701878
"ENSMUSG00000034024",15815,17689,15064.5822334265,17218.8937126119,17852,22573,16728.4004439352,16438.2169352382
"ENSMUSG00000034057",0,0,7,6,2,1,2,4
"ENSMUSG00000035916",19,4,22,26,3,10,4,8
"ENSMUSG00000036499",518,486,325.211699280651,414.48630553372,572,464,298.500212611798,340.532328527923
"ENSMUSG00000046567",104.780082717801,96.3889669317874,13.8094260486292,7.81539733327648,112.490389183313,128.673507712539,25.6254092554267,5.7705715983647
"ENSMUSG00000044921",12,8,8.64820682059448,4.94853407643312,16,9,9.646233492569,9.64601610934183
"ENSMUSG00000046934",5.07568939810234,4.03658576524473,3.03860262443146,2.02157116744462,5.06281597426617,0,2.02487390860475,3.03038608603523
"ENSMUSG00000044544",2.8455698648224,0,2.00103381622459,0,2.00202603189258,1.88345211503959,3,3.0015945472529
"ENSMUSG00000036676",1755.6678599387,1658.00177648346,1004,1360.00098070604,1737.00340567372,1854.91277964662,1105.00305115656,1093
"ENSMUSG00000044633",0,0,0,1,0,1.08985057625852,0,1.13741899655625
"ENSMUSG00000047025",0,0,0,0,0,0,0,0
"ENSMUSG00000055108",3.22204332749725,4.10401122665047,4.04093381048488,3.02499759697813,5.11730319903618,1.01463256240842,6.03742302930544,5
"ENSMUSG00000036019",35,48,32,37,23,30.8817760627957,32,22
"ENSMUSG00000050663",0,1,0,0,0,11,0,0
"ENSMUSG00000020151",11.9547022787162,1.71758792744494,9.60563605617304,8.80893176022791,11.5192992393231,16.2681617585575,14.5226394412264,10.4919961303245
"ENSMUSG00000035864",8,1,2,6,2,2,3,4
"ENSMUSG00000052291",30,55,0,0,44,59,0,0
"ENSMUSG00000052302",16.0116991030457,11.0153073751335,10.011025278166,15.2733150729581,7.0438668606299,6.00418311397589,2.71718617037506,13.0094454763571
"ENSMUSG00000052681",2906,3343,1800.34749496437,2458.34496711563,3666,4548,2271.44895174833,2320
"ENSMUSG00000052798",4499,4693,4338.41606987652,4912.52353726103,4795,5863,4368.43779247976,4539.43599611895
"ENSMUSG00000053684",595.266986053367,620.770777263259,567.256760222883,570.133274887003,569.124839636545,635.815269345747,516.876868109733,575.608961587911
"ENSMUSG00000058799",12442.4633964707,15021.5568811116,4311.96559928012,4741.46440482686,14287.0574892836,19012.4989921892,5248.52806077635,4727.48275799103
"ENSMUSG00000034613",117.603851649264,78.3509955383794,167.139501677085,133.569658753084,106.628828252371,66.3902655992155,118.401423078146,116.12603120893
"ENSMUSG00000054934",6.81079507483043,10.8473401735679,4.51156635655966,4.20524724542665,14.4632724718887,13.3865288496888,6.45965597659662,5
"ENSMUSG00000055170",0,0,0,0,0,0,0,0
"ENSMUSG00000055531",4996.58257975791,5189.20706302184,3330.23480716371,4075.99999999999,6751.22022631299,6724.08182188585,4255.19088511478,4404.08791246007
"ENSMUSG00000019907",1537,1756,773.864381206347,844.137364645075,1778,1894,892.748711506084,809.500539886856
"ENSMUSG00000056877",0,0,0,1.000158610908,1.00190335682243,1.00171327951302,0,0
"ENSMUSG00000056758",694.253057712976,762.22609666806,377.921410049656,489.878386328439,737.332501768341,824.069091515782,417.371818726907,448.148027132612
"ENSMUSG00000020213",0,1,0,0,0,1,0,0
"ENSMUSG00000020185",866.232802428062,933.65286007671,773.031772285905,935.141569154734,1234.40537481257,1210.04817904813,1044.76215084496,1128.56281389384
"ENSMUSG00000060187",1,3,3,1,1,11,9,6
"ENSMUSG00000019894",567,588,416.887914737569,656.353483067317,585,673,450.116119412334,548.954938108708
"ENSMUSG00000096486",0,0,0,0,0,0,0,0
"ENSMUSG00000056888",0,1.33747015484014,2.43959282674408,1.20064540875338,0,0,1.07845950571796,2.37191052425888
"ENSMUSG00000063334",2751.65772251178,2785.21306595894,2287.24576984686,2882.18476607726,3233.46517897985,3621.01632405737,2562.00661505603,2703.79009998251
"ENSMUSG00000060181",616.370027068085,569.993142401332,516.226977507004,536.084003258184,583.220133373662,638.628021903918,536.811169507605,545.356915080119
"ENSMUSG00000085837",1,1,2,1,1,0,1,0
"ENSMUSG00000064432",0,0,0,0,0,0,0,0
"ENSMUSG00000064630",0,0,0,0,0,0,0,0
"ENSMUSG00000064707",0,0,0,0,0,0,0,0
"ENSMUSG00000065086",0,0,0,0,0,0,0,0
"ENSMUSG00000065406",0,0,0,0,0,6,0,0
"ENSMUSG00000065653",1,0,0,0,0,0,0,0
"ENSMUSG00000065802",0,0,0,0,0,0,0,0
"ENSMUSG00000051236",29.0255122832245,27.0104622816112,32.3925877242893,20.625549217249,12.0175071632079,22.0130191468611,10.7644752244701,9.54429900510854
"ENSMUSG00000069515",0,0,0,0,0,0,0,0
"ENSMUSG00000069516",0,1,0,0,1,2,1,0
"ENSMUSG00000069518",2,2.11132864940934,0,0,3.11236763991531,3.04377385239816,0,0
"ENSMUSG00000020154",2.0583784211642,6.06440401873311,0,0,0,4.00112560560907,0,2.12832633013819
"ENSMUSG00000069520",1427,1308,534.85269043595,651.008265441001,1322,1427,513.793522588302,561.387959919723
"ENSMUSG00000035681",19,16,13.2395264823281,14.3355613030602,15,9,6.25412832199648,0.00201751667629243
